,run,k,k_method,i,max depth,accuracy
0,"SamplingSelector(iterations=400, evaluator=FeatureEvaluator(folds=4, max_depth=4, sample=1000))",9,explain 0.8,0,12,0.7201978496456689
1,"SamplingSelector(iterations=400, evaluator=FeatureEvaluator(folds=4, max_depth=4, sample=1000))",12,explain 0.85,0,12,0.7327723123955696
2,"SamplingSelector(iterations=400, evaluator=FeatureEvaluator(folds=4, max_depth=4, sample=1000))",15,explain 0.9,0,12,0.7616424202564781
3,"SamplingSelector(iterations=400, evaluator=FeatureEvaluator(folds=4, max_depth=4, sample=1000))",21,explain 0.95,0,12,0.69172663876619
4,"SamplingSelector(iterations=400, evaluator=FeatureEvaluator(folds=4, max_depth=4, sample=1000))",128,1.78 k,1,12,0.6727436406822123
5,"SamplingSelector(iterations=400, evaluator=FeatureEvaluator(folds=4, max_depth=4, sample=1000))",130,1.81 k,1,12,0.6870156762974832
6,"SamplingSelector(iterations=400, evaluator=FeatureEvaluator(folds=4, max_depth=4, sample=1000))",132,1.83 k,1,12,0.6778653014318202
7,"SamplingSelector(iterations=400, evaluator=FeatureEvaluator(folds=4, max_depth=4, sample=1000))",134,1.86 k,1,12,0.6600246462503546
8,"SamplingSelector(iterations=400, evaluator=FeatureEvaluator(folds=4, max_depth=4, sample=1000))",136,1.89 k,1,12,0.6861553378653659
9,"SamplingSelector(iterations=400, evaluator=FeatureEvaluator(folds=4, max_depth=4, sample=1000))",138,1.92 k,1,12,0.6460277205842268
10,"SamplingSelector(iterations=400, evaluator=FeatureEvaluator(folds=4, max_depth=4, sample=1000))",140,1.94 k,1,12,0.6432167438886476
11,"SamplingSelector(iterations=400, evaluator=FeatureEvaluator(folds=4, max_depth=4, sample=1000))",142,1.97 k,1,12,0.6179165901731969
12,"SamplingSelector(iterations=400, evaluator=FeatureEvaluator(folds=4, max_depth=4, sample=1000))",144,2.00 k,1,12,0.6279577426637305
13,"SamplingSelector(iterations=400, evaluator=FeatureEvaluator(folds=4, max_depth=4, sample=1000))",36,0.50 k,1,12,0.6949245567241047
14,"SamplingSelector(iterations=400, evaluator=FeatureEvaluator(folds=4, max_depth=4, sample=1000))",38,0.53 k,1,12,0.6763728569443466
15,"SamplingSelector(iterations=400, evaluator=FeatureEvaluator(folds=4, max_depth=4, sample=1000))",40,0.56 k,1,12,0.6826117247371026
16,"SamplingSelector(iterations=400, evaluator=FeatureEvaluator(folds=4, max_depth=4, sample=1000))",42,0.58 k,1,12,0.7198264876050111
17,"SamplingSelector(iterations=400, evaluator=FeatureEvaluator(folds=4, max_depth=4, sample=1000))",44,0.61 k,1,12,0.6929812404477141
18,"SamplingSelector(iterations=400, evaluator=FeatureEvaluator(folds=4, max_depth=4, sample=1000))",46,0.64 k,1,12,0.6770978938311539
19,"SamplingSelector(iterations=400, evaluator=FeatureEvaluator(folds=4, max_depth=4, sample=1000))",48,0.67 k,1,12,0.6745380581281207
20,"SamplingSelector(iterations=400, evaluator=FeatureEvaluator(folds=4, max_depth=4, sample=1000))",50,0.69 k,1,12,0.7294390545855901
21,"SamplingSelector(iterations=400, evaluator=FeatureEvaluator(folds=4, max_depth=4, sample=1000))",52,0.72 k,1,12,0.6814928457381934
22,"SamplingSelector(iterations=400, evaluator=FeatureEvaluator(folds=4, max_depth=4, sample=1000))",54,0.75 k,1,12,0.6910661730591695
23,"SamplingSelector(iterations=400, evaluator=FeatureEvaluator(folds=4, max_depth=4, sample=1000))",56,0.78 k,1,12,0.6936868544409323
24,"SamplingSelector(iterations=400, evaluator=FeatureEvaluator(folds=4, max_depth=4, sample=1000))",58,0.81 k,1,12,0.671712713322118
25,"SamplingSelector(iterations=400, evaluator=FeatureEvaluator(folds=4, max_depth=4, sample=1000))",60,0.83 k,1,12,0.6971111739650061
26,"SamplingSelector(iterations=400, evaluator=FeatureEvaluator(folds=4, max_depth=4, sample=1000))",62,0.86 k,1,12,0.709676324677072
27,"SamplingSelector(iterations=400, evaluator=FeatureEvaluator(folds=4, max_depth=4, sample=1000))",64,0.89 k,1,12,0.704601306665078
28,"SamplingSelector(iterations=400, evaluator=FeatureEvaluator(folds=4, max_depth=4, sample=1000))",66,0.92 k,1,12,0.6634543489261754
29,"SamplingSelector(iterations=400, evaluator=FeatureEvaluator(folds=4, max_depth=4, sample=1000))",68,0.94 k,1,12,0.6971658922881503
30,"SamplingSelector(iterations=400, evaluator=FeatureEvaluator(folds=4, max_depth=4, sample=1000))",70,0.97 k,1,12,0.6937275034663763
31,"SamplingSelector(iterations=400, evaluator=FeatureEvaluator(folds=4, max_depth=4, sample=1000))",72,1.00 k,1,12,0.687577719585304
32,"SamplingSelector(iterations=400, evaluator=FeatureEvaluator(folds=4, max_depth=4, sample=1000))",74,1.03 k,1,12,0.6663761596218746
33,"SamplingSelector(iterations=400, evaluator=FeatureEvaluator(folds=4, max_depth=4, sample=1000))",76,1.06 k,1,12,0.6780743336378118
34,"SamplingSelector(iterations=400, evaluator=FeatureEvaluator(folds=4, max_depth=4, sample=1000))",78,1.08 k,1,12,0.7127194088719374
35,"SamplingSelector(iterations=400, evaluator=FeatureEvaluator(folds=4, max_depth=4, sample=1000))",80,1.11 k,1,12,0.7046080399835144
36,"SamplingSelector(iterations=400, evaluator=FeatureEvaluator(folds=4, max_depth=4, sample=1000))",82,1.14 k,1,12,0.7191302377548521
37,"SamplingSelector(iterations=400, evaluator=FeatureEvaluator(folds=4, max_depth=4, sample=1000))",84,1.17 k,1,12,0.7069090427342178
38,"SamplingSelector(iterations=400, evaluator=FeatureEvaluator(folds=4, max_depth=4, sample=1000))",86,1.19 k,1,12,0.7341601066216593
39,"SamplingSelector(iterations=400, evaluator=FeatureEvaluator(folds=4, max_depth=4, sample=1000))",88,1.22 k,1,12,0.6808827092445572
40,"SamplingSelector(iterations=400, evaluator=FeatureEvaluator(folds=4, max_depth=4, sample=1000))",90,1.25 k,1,12,0.7191603583114183
41,"SamplingSelector(iterations=400, evaluator=FeatureEvaluator(folds=4, max_depth=4, sample=1000))",92,1.28 k,1,12,0.6845421640734196
42,"SamplingSelector(iterations=400, evaluator=FeatureEvaluator(folds=4, max_depth=4, sample=1000))",94,1.31 k,1,12,0.7083326837444277
43,"SamplingSelector(iterations=400, evaluator=FeatureEvaluator(folds=4, max_depth=4, sample=1000))",96,1.33 k,1,12,0.6774916350118468
44,"SamplingSelector(iterations=400, evaluator=FeatureEvaluator(folds=4, max_depth=4, sample=1000))",98,1.36 k,1,12,0.6882324236357047
45,"SamplingSelector(iterations=400, evaluator=FeatureEvaluator(folds=4, max_depth=4, sample=1000))",100,1.39 k,1,12,0.6802455430166633
46,"SamplingSelector(iterations=400, evaluator=FeatureEvaluator(folds=4, max_depth=4, sample=1000))",102,1.42 k,1,12,0.7203641164854175
47,"SamplingSelector(iterations=400, evaluator=FeatureEvaluator(folds=4, max_depth=4, sample=1000))",104,1.44 k,1,12,0.7227311899748106
48,"SamplingSelector(iterations=400, evaluator=FeatureEvaluator(folds=4, max_depth=4, sample=1000))",106,1.47 k,1,12,0.7165495515134851
49,"SamplingSelector(iterations=400, evaluator=FeatureEvaluator(folds=4, max_depth=4, sample=1000))",108,1.50 k,1,12,0.6701807977285537
50,"SamplingSelector(iterations=400, evaluator=FeatureEvaluator(folds=4, max_depth=4, sample=1000))",110,1.53 k,1,12,0.7127692525316236
51,"SamplingSelector(iterations=400, evaluator=FeatureEvaluator(folds=4, max_depth=4, sample=1000))",112,1.56 k,1,12,0.6769816453391468
52,"SamplingSelector(iterations=400, evaluator=FeatureEvaluator(folds=4, max_depth=4, sample=1000))",114,1.58 k,1,12,0.6872870507111576
53,"SamplingSelector(iterations=400, evaluator=FeatureEvaluator(folds=4, max_depth=4, sample=1000))",116,1.61 k,1,12,0.6953501224052014
54,"SamplingSelector(iterations=400, evaluator=FeatureEvaluator(folds=4, max_depth=4, sample=1000))",118,1.64 k,1,12,0.670172668873182
55,"SamplingSelector(iterations=400, evaluator=FeatureEvaluator(folds=4, max_depth=4, sample=1000))",120,1.67 k,1,12,0.6589666303334942
56,"SamplingSelector(iterations=400, evaluator=FeatureEvaluator(folds=4, max_depth=4, sample=1000))",122,1.69 k,1,12,0.684828930184145
57,"SamplingSelector(iterations=400, evaluator=FeatureEvaluator(folds=4, max_depth=4, sample=1000))",124,1.72 k,1,12,0.6840959259300069
58,"SamplingSelector(iterations=400, evaluator=FeatureEvaluator(folds=4, max_depth=4, sample=1000))",126,1.75 k,1,12,0.6536044563256673
59,"SamplingSelector(iterations=400, evaluator=FeatureEvaluator(folds=4, max_depth=4, sample=1000))",15,explain 0.8,1,12,0.72720819144263
60,"SamplingSelector(iterations=400, evaluator=FeatureEvaluator(folds=4, max_depth=4, sample=1000))",20,explain 0.85,1,12,0.6570975108182759
61,"SamplingSelector(iterations=400, evaluator=FeatureEvaluator(folds=4, max_depth=4, sample=1000))",26,explain 0.9,1,12,0.7080244479131117
62,"SamplingSelector(iterations=400, evaluator=FeatureEvaluator(folds=4, max_depth=4, sample=1000))",40,explain 0.95,1,12,0.6826117247371026
63,"SamplingSelector(iterations=400, evaluator=FeatureEvaluator(folds=4, max_depth=4, sample=1000))",128,1.78 k,2,12,0.6616977974215239
64,"SamplingSelector(iterations=400, evaluator=FeatureEvaluator(folds=4, max_depth=4, sample=1000))",130,1.81 k,2,12,0.6914573313707363
65,"SamplingSelector(iterations=400, evaluator=FeatureEvaluator(folds=4, max_depth=4, sample=1000))",132,1.83 k,2,12,0.6915070972689347
66,"SamplingSelector(iterations=400, evaluator=FeatureEvaluator(folds=4, max_depth=4, sample=1000))",134,1.86 k,2,12,0.639186053717346
67,"SamplingSelector(iterations=400, evaluator=FeatureEvaluator(folds=4, max_depth=4, sample=1000))",136,1.89 k,2,12,0.6694687947186143
68,"SamplingSelector(iterations=400, evaluator=FeatureEvaluator(folds=4, max_depth=4, sample=1000))",138,1.92 k,2,12,0.6756009893757453
