,run,k,k_method,i,max depth,accuracy
0,"SamplingSelector(iterations=200, evaluator=FeatureEvaluator(folds=8, max_depth=8, sample=1000))",17,explain 0.8,0,12,0.6987320091380924
1,"SamplingSelector(iterations=200, evaluator=FeatureEvaluator(folds=8, max_depth=8, sample=1000))",22,explain 0.85,0,12,0.7072953132298115
2,"SamplingSelector(iterations=200, evaluator=FeatureEvaluator(folds=8, max_depth=8, sample=1000))",29,explain 0.9,0,12,0.688456457052158
3,"SamplingSelector(iterations=200, evaluator=FeatureEvaluator(folds=8, max_depth=8, sample=1000))",39,explain 0.95,0,12,0.6857031692404908
4,"SamplingSelector(iterations=200, evaluator=FeatureEvaluator(folds=8, max_depth=8, sample=1000))",128,1.78 k,1,12,0.6502797887003984
5,"SamplingSelector(iterations=200, evaluator=FeatureEvaluator(folds=8, max_depth=8, sample=1000))",130,1.81 k,1,12,0.6227509398709105
6,"SamplingSelector(iterations=200, evaluator=FeatureEvaluator(folds=8, max_depth=8, sample=1000))",132,1.83 k,1,12,0.6462467795182558
7,"SamplingSelector(iterations=200, evaluator=FeatureEvaluator(folds=8, max_depth=8, sample=1000))",134,1.86 k,1,12,0.6714732311396555
8,"SamplingSelector(iterations=200, evaluator=FeatureEvaluator(folds=8, max_depth=8, sample=1000))",136,1.89 k,1,12,0.6541341150933004
9,"SamplingSelector(iterations=200, evaluator=FeatureEvaluator(folds=8, max_depth=8, sample=1000))",138,1.92 k,1,12,0.6576596950152405
10,"SamplingSelector(iterations=200, evaluator=FeatureEvaluator(folds=8, max_depth=8, sample=1000))",140,1.94 k,1,12,0.6421715013023919
11,"SamplingSelector(iterations=200, evaluator=FeatureEvaluator(folds=8, max_depth=8, sample=1000))",142,1.97 k,1,12,0.6225112172325695
12,"SamplingSelector(iterations=200, evaluator=FeatureEvaluator(folds=8, max_depth=8, sample=1000))",144,2.00 k,1,12,0.6504437740478096
13,"SamplingSelector(iterations=200, evaluator=FeatureEvaluator(folds=8, max_depth=8, sample=1000))",36,0.50 k,1,12,0.6848771652822192
14,"SamplingSelector(iterations=200, evaluator=FeatureEvaluator(folds=8, max_depth=8, sample=1000))",38,0.53 k,1,12,0.6890115949161538
15,"SamplingSelector(iterations=200, evaluator=FeatureEvaluator(folds=8, max_depth=8, sample=1000))",40,0.56 k,1,12,0.6737432726045898
16,"SamplingSelector(iterations=200, evaluator=FeatureEvaluator(folds=8, max_depth=8, sample=1000))",42,0.58 k,1,12,0.7331981409553231
17,"SamplingSelector(iterations=200, evaluator=FeatureEvaluator(folds=8, max_depth=8, sample=1000))",44,0.61 k,1,12,0.6965554311511346
18,"SamplingSelector(iterations=200, evaluator=FeatureEvaluator(folds=8, max_depth=8, sample=1000))",46,0.64 k,1,12,0.6564538896518795
19,"SamplingSelector(iterations=200, evaluator=FeatureEvaluator(folds=8, max_depth=8, sample=1000))",48,0.67 k,1,12,0.6796885883833318
20,"SamplingSelector(iterations=200, evaluator=FeatureEvaluator(folds=8, max_depth=8, sample=1000))",50,0.69 k,1,12,0.6640630812355865
21,"SamplingSelector(iterations=200, evaluator=FeatureEvaluator(folds=8, max_depth=8, sample=1000))",52,0.72 k,1,12,0.6393941536893373
22,"SamplingSelector(iterations=200, evaluator=FeatureEvaluator(folds=8, max_depth=8, sample=1000))",54,0.75 k,1,12,0.6577694022659416
