,run,k,k_method,i,max depth,accuracy
0,"SamplingSelector(iterations=400, evaluator=FeatureEvaluator(folds=8, max_depth=4, sample=500))",25,0.50 k,0,12,0.0
1,"SamplingSelector(iterations=400, evaluator=FeatureEvaluator(folds=8, max_depth=4, sample=500))",27,0.54 k,0,12,0.0
2,"SamplingSelector(iterations=400, evaluator=FeatureEvaluator(folds=8, max_depth=4, sample=500))",29,0.58 k,0,12,0.0
3,"SamplingSelector(iterations=400, evaluator=FeatureEvaluator(folds=8, max_depth=4, sample=500))",8,explain 0.8,0,12,0.0
4,"SamplingSelector(iterations=400, evaluator=FeatureEvaluator(folds=8, max_depth=4, sample=500))",10,explain 0.85,0,12,0.0
5,"SamplingSelector(iterations=400, evaluator=FeatureEvaluator(folds=8, max_depth=4, sample=500))",11,explain 0.9,0,12,0.0
6,"SamplingSelector(iterations=400, evaluator=FeatureEvaluator(folds=8, max_depth=4, sample=500))",15,explain 0.95,0,12,0.0
7,"SamplingSelector(iterations=400, evaluator=FeatureEvaluator(folds=8, max_depth=4, sample=500))",25,0.50 k,1,12,0.051513618368363365
8,"SamplingSelector(iterations=400, evaluator=FeatureEvaluator(folds=8, max_depth=4, sample=500))",27,0.54 k,1,12,0.05571324558781947
9,"SamplingSelector(iterations=400, evaluator=FeatureEvaluator(folds=8, max_depth=4, sample=500))",29,0.58 k,1,12,0.05481959204302507
10,"SamplingSelector(iterations=400, evaluator=FeatureEvaluator(folds=8, max_depth=4, sample=500))",31,0.62 k,1,12,0.07266205758350949
11,"SamplingSelector(iterations=400, evaluator=FeatureEvaluator(folds=8, max_depth=4, sample=500))",33,0.66 k,1,12,0.0
12,"SamplingSelector(iterations=400, evaluator=FeatureEvaluator(folds=8, max_depth=4, sample=500))",35,0.70 k,1,12,0.0
13,"SamplingSelector(iterations=400, evaluator=FeatureEvaluator(folds=8, max_depth=4, sample=500))",37,0.74 k,1,12,0.0
14,"SamplingSelector(iterations=400, evaluator=FeatureEvaluator(folds=8, max_depth=4, sample=500))",39,0.78 k,1,12,0.0
15,"SamplingSelector(iterations=400, evaluator=FeatureEvaluator(folds=8, max_depth=4, sample=500))",13,explain 0.8,1,12,0.04105385667338757
16,"SamplingSelector(iterations=400, evaluator=FeatureEvaluator(folds=8, max_depth=4, sample=500))",15,explain 0.85,1,12,0.07407676426029117
17,"SamplingSelector(iterations=400, evaluator=FeatureEvaluator(folds=8, max_depth=4, sample=500))",18,explain 0.9,1,12,0.04963761052450251
18,"SamplingSelector(iterations=400, evaluator=FeatureEvaluator(folds=8, max_depth=4, sample=500))",21,explain 0.95,1,12,0.10123861363626441
19,"SamplingSelector(iterations=400, evaluator=FeatureEvaluator(folds=8, max_depth=4, sample=500))",25,0.50 k,2,12,0.0
20,"SamplingSelector(iterations=400, evaluator=FeatureEvaluator(folds=8, max_depth=4, sample=500))",27,0.54 k,2,12,0.0
21,"SamplingSelector(iterations=400, evaluator=FeatureEvaluator(folds=8, max_depth=4, sample=500))",29,0.58 k,2,12,0.0
22,"SamplingSelector(iterations=400, evaluator=FeatureEvaluator(folds=8, max_depth=4, sample=500))",31,0.62 k,2,12,0.0
23,"SamplingSelector(iterations=400, evaluator=FeatureEvaluator(folds=8, max_depth=4, sample=500))",33,0.66 k,2,12,0.0
24,"SamplingSelector(iterations=400, evaluator=FeatureEvaluator(folds=8, max_depth=4, sample=500))",35,0.70 k,2,12,0.0
25,"SamplingSelector(iterations=400, evaluator=FeatureEvaluator(folds=8, max_depth=4, sample=500))",37,0.74 k,2,12,0.0
26,"SamplingSelector(iterations=400, evaluator=FeatureEvaluator(folds=8, max_depth=4, sample=500))",39,0.78 k,2,12,0.0
27,"SamplingSelector(iterations=400, evaluator=FeatureEvaluator(folds=8, max_depth=4, sample=500))",41,0.82 k,2,12,0.025275259826382946
28,"SamplingSelector(iterations=400, evaluator=FeatureEvaluator(folds=8, max_depth=4, sample=500))",15,explain 0.8,2,12,0.0
29,"SamplingSelector(iterations=400, evaluator=FeatureEvaluator(folds=8, max_depth=4, sample=500))",18,explain 0.85,2,12,0.021118103338924187
30,"SamplingSelector(iterations=400, evaluator=FeatureEvaluator(folds=8, max_depth=4, sample=500))",21,explain 0.9,2,12,0.0
31,"SamplingSelector(iterations=400, evaluator=FeatureEvaluator(folds=8, max_depth=4, sample=500))",26,explain 0.95,2,12,0.0
