,run,k,k_method,i,max depth,accuracy
0,"SamplingSelector(iterations=200, evaluator=FeatureEvaluator(folds=8, max_depth=8, sample=500))",8,explain 0.8,0,12,0.0
1,"SamplingSelector(iterations=200, evaluator=FeatureEvaluator(folds=8, max_depth=8, sample=500))",9,explain 0.85,0,12,0.0
2,"SamplingSelector(iterations=200, evaluator=FeatureEvaluator(folds=8, max_depth=8, sample=500))",10,explain 0.9,0,12,0.0
3,"SamplingSelector(iterations=200, evaluator=FeatureEvaluator(folds=8, max_depth=8, sample=500))",13,explain 0.95,0,12,0.0
4,"SamplingSelector(iterations=200, evaluator=FeatureEvaluator(folds=8, max_depth=8, sample=500))",25,0.50 k,1,12,0.0
5,"SamplingSelector(iterations=200, evaluator=FeatureEvaluator(folds=8, max_depth=8, sample=500))",27,0.54 k,1,12,0.0
6,"SamplingSelector(iterations=200, evaluator=FeatureEvaluator(folds=8, max_depth=8, sample=500))",29,0.58 k,1,12,0.0
7,"SamplingSelector(iterations=200, evaluator=FeatureEvaluator(folds=8, max_depth=8, sample=500))",31,0.62 k,1,12,0.0
8,"SamplingSelector(iterations=200, evaluator=FeatureEvaluator(folds=8, max_depth=8, sample=500))",33,0.66 k,1,12,0.0
9,"SamplingSelector(iterations=200, evaluator=FeatureEvaluator(folds=8, max_depth=8, sample=500))",35,0.70 k,1,12,0.0
10,"SamplingSelector(iterations=200, evaluator=FeatureEvaluator(folds=8, max_depth=8, sample=500))",37,0.74 k,1,12,0.0
11,"SamplingSelector(iterations=200, evaluator=FeatureEvaluator(folds=8, max_depth=8, sample=500))",39,0.78 k,1,12,0.0
12,"SamplingSelector(iterations=200, evaluator=FeatureEvaluator(folds=8, max_depth=8, sample=500))",41,0.82 k,1,12,0.0
13,"SamplingSelector(iterations=200, evaluator=FeatureEvaluator(folds=8, max_depth=8, sample=500))",43,0.86 k,1,12,0.0
14,"SamplingSelector(iterations=200, evaluator=FeatureEvaluator(folds=8, max_depth=8, sample=500))",45,0.90 k,1,12,0.0
15,"SamplingSelector(iterations=200, evaluator=FeatureEvaluator(folds=8, max_depth=8, sample=500))",47,0.94 k,1,12,0.0
16,"SamplingSelector(iterations=200, evaluator=FeatureEvaluator(folds=8, max_depth=8, sample=500))",49,0.98 k,1,12,0.0
17,"SamplingSelector(iterations=200, evaluator=FeatureEvaluator(folds=8, max_depth=8, sample=500))",50,1.00 k,1,12,0.0
18,"SamplingSelector(iterations=200, evaluator=FeatureEvaluator(folds=8, max_depth=8, sample=500))",51,1.02 k,1,12,0.0
19,"SamplingSelector(iterations=200, evaluator=FeatureEvaluator(folds=8, max_depth=8, sample=500))",53,1.06 k,1,12,0.0
20,"SamplingSelector(iterations=200, evaluator=FeatureEvaluator(folds=8, max_depth=8, sample=500))",55,1.10 k,1,12,0.0
21,"SamplingSelector(iterations=200, evaluator=FeatureEvaluator(folds=8, max_depth=8, sample=500))",57,1.14 k,1,12,0.0
22,"SamplingSelector(iterations=200, evaluator=FeatureEvaluator(folds=8, max_depth=8, sample=500))",59,1.18 k,1,12,0.0
23,"SamplingSelector(iterations=200, evaluator=FeatureEvaluator(folds=8, max_depth=8, sample=500))",61,1.22 k,1,12,0.0
24,"SamplingSelector(iterations=200, evaluator=FeatureEvaluator(folds=8, max_depth=8, sample=500))",63,1.26 k,1,12,0.0
25,"SamplingSelector(iterations=200, evaluator=FeatureEvaluator(folds=8, max_depth=8, sample=500))",65,1.30 k,1,12,0.0
26,"SamplingSelector(iterations=200, evaluator=FeatureEvaluator(folds=8, max_depth=8, sample=500))",67,1.34 k,1,12,0.0
27,"SamplingSelector(iterations=200, evaluator=FeatureEvaluator(folds=8, max_depth=8, sample=500))",69,1.38 k,1,12,0.0
28,"SamplingSelector(iterations=200, evaluator=FeatureEvaluator(folds=8, max_depth=8, sample=500))",71,1.42 k,1,12,0.0
29,"SamplingSelector(iterations=200, evaluator=FeatureEvaluator(folds=8, max_depth=8, sample=500))",73,1.46 k,1,12,0.0
30,"SamplingSelector(iterations=200, evaluator=FeatureEvaluator(folds=8, max_depth=8, sample=500))",75,1.50 k,1,12,0.0
31,"SamplingSelector(iterations=200, evaluator=FeatureEvaluator(folds=8, max_depth=8, sample=500))",77,1.54 k,1,12,0.0
32,"SamplingSelector(iterations=200, evaluator=FeatureEvaluator(folds=8, max_depth=8, sample=500))",79,1.58 k,1,12,0.0
33,"SamplingSelector(iterations=200, evaluator=FeatureEvaluator(folds=8, max_depth=8, sample=500))",81,1.62 k,1,12,0.0
34,"SamplingSelector(iterations=200, evaluator=FeatureEvaluator(folds=8, max_depth=8, sample=500))",83,1.66 k,1,12,0.0
35,"SamplingSelector(iterations=200, evaluator=FeatureEvaluator(folds=8, max_depth=8, sample=500))",85,1.70 k,1,12,0.002432104345112607
36,"SamplingSelector(iterations=200, evaluator=FeatureEvaluator(folds=8, max_depth=8, sample=500))",87,1.74 k,1,12,0.0
37,"SamplingSelector(iterations=200, evaluator=FeatureEvaluator(folds=8, max_depth=8, sample=500))",89,1.78 k,1,12,0.0
38,"SamplingSelector(iterations=200, evaluator=FeatureEvaluator(folds=8, max_depth=8, sample=500))",91,1.82 k,1,12,0.0
39,"SamplingSelector(iterations=200, evaluator=FeatureEvaluator(folds=8, max_depth=8, sample=500))",93,1.86 k,1,12,0.0
40,"SamplingSelector(iterations=200, evaluator=FeatureEvaluator(folds=8, max_depth=8, sample=500))",95,1.90 k,1,12,0.0
41,"SamplingSelector(iterations=200, evaluator=FeatureEvaluator(folds=8, max_depth=8, sample=500))",97,1.94 k,1,12,0.0
42,"SamplingSelector(iterations=200, evaluator=FeatureEvaluator(folds=8, max_depth=8, sample=500))",99,1.98 k,1,12,0.0
43,"SamplingSelector(iterations=200, evaluator=FeatureEvaluator(folds=8, max_depth=8, sample=500))",1,explain 0.8,1,12,0.0
44,"SamplingSelector(iterations=200, evaluator=FeatureEvaluator(folds=8, max_depth=8, sample=500))",1,explain 0.85,1,12,0.0
45,"SamplingSelector(iterations=200, evaluator=FeatureEvaluator(folds=8, max_depth=8, sample=500))",1,explain 0.9,1,12,0.0
46,"SamplingSelector(iterations=200, evaluator=FeatureEvaluator(folds=8, max_depth=8, sample=500))",1,explain 0.95,1,12,0.0
47,"SamplingSelector(iterations=200, evaluator=FeatureEvaluator(folds=8, max_depth=8, sample=500))",25,0.50 k,2,12,0.009142803346633088
48,"SamplingSelector(iterations=200, evaluator=FeatureEvaluator(folds=8, max_depth=8, sample=500))",27,0.54 k,2,12,0.0
49,"SamplingSelector(iterations=200, evaluator=FeatureEvaluator(folds=8, max_depth=8, sample=500))",29,0.58 k,2,12,0.0
50,"SamplingSelector(iterations=200, evaluator=FeatureEvaluator(folds=8, max_depth=8, sample=500))",31,0.62 k,2,12,0.0
51,"SamplingSelector(iterations=200, evaluator=FeatureEvaluator(folds=8, max_depth=8, sample=500))",33,0.66 k,2,12,0.0
52,"SamplingSelector(iterations=200, evaluator=FeatureEvaluator(folds=8, max_depth=8, sample=500))",35,0.70 k,2,12,0.0
53,"SamplingSelector(iterations=200, evaluator=FeatureEvaluator(folds=8, max_depth=8, sample=500))",37,0.74 k,2,12,0.0
54,"SamplingSelector(iterations=200, evaluator=FeatureEvaluator(folds=8, max_depth=8, sample=500))",39,0.78 k,2,12,0.0
55,"SamplingSelector(iterations=200, evaluator=FeatureEvaluator(folds=8, max_depth=8, sample=500))",41,0.82 k,2,12,0.0
56,"SamplingSelector(iterations=200, evaluator=FeatureEvaluator(folds=8, max_depth=8, sample=500))",43,0.86 k,2,12,0.0
57,"SamplingSelector(iterations=200, evaluator=FeatureEvaluator(folds=8, max_depth=8, sample=500))",45,0.90 k,2,12,0.0
58,"SamplingSelector(iterations=200, evaluator=FeatureEvaluator(folds=8, max_depth=8, sample=500))",47,0.94 k,2,12,0.0
59,"SamplingSelector(iterations=200, evaluator=FeatureEvaluator(folds=8, max_depth=8, sample=500))",49,0.98 k,2,12,0.0
60,"SamplingSelector(iterations=200, evaluator=FeatureEvaluator(folds=8, max_depth=8, sample=500))",50,1.00 k,2,12,0.0
61,"SamplingSelector(iterations=200, evaluator=FeatureEvaluator(folds=8, max_depth=8, sample=500))",51,1.02 k,2,12,0.0
62,"SamplingSelector(iterations=200, evaluator=FeatureEvaluator(folds=8, max_depth=8, sample=500))",53,1.06 k,2,12,0.0
63,"SamplingSelector(iterations=200, evaluator=FeatureEvaluator(folds=8, max_depth=8, sample=500))",55,1.10 k,2,12,0.0
64,"SamplingSelector(iterations=200, evaluator=FeatureEvaluator(folds=8, max_depth=8, sample=500))",57,1.14 k,2,12,0.0
65,"SamplingSelector(iterations=200, evaluator=FeatureEvaluator(folds=8, max_depth=8, sample=500))",59,1.18 k,2,12,0.0
66,"SamplingSelector(iterations=200, evaluator=FeatureEvaluator(folds=8, max_depth=8, sample=500))",61,1.22 k,2,12,0.0
67,"SamplingSelector(iterations=200, evaluator=FeatureEvaluator(folds=8, max_depth=8, sample=500))",63,1.26 k,2,12,0.0
68,"SamplingSelector(iterations=200, evaluator=FeatureEvaluator(folds=8, max_depth=8, sample=500))",65,1.30 k,2,12,0.0
69,"SamplingSelector(iterations=200, evaluator=FeatureEvaluator(folds=8, max_depth=8, sample=500))",67,1.34 k,2,12,0.0
70,"SamplingSelector(iterations=200, evaluator=FeatureEvaluator(folds=8, max_depth=8, sample=500))",69,1.38 k,2,12,0.0
71,"SamplingSelector(iterations=200, evaluator=FeatureEvaluator(folds=8, max_depth=8, sample=500))",71,1.42 k,2,12,0.0
72,"SamplingSelector(iterations=200, evaluator=FeatureEvaluator(folds=8, max_depth=8, sample=500))",73,1.46 k,2,12,0.0
73,"SamplingSelector(iterations=200, evaluator=FeatureEvaluator(folds=8, max_depth=8, sample=500))",75,1.50 k,2,12,0.010762157611862944
74,"SamplingSelector(iterations=200, evaluator=FeatureEvaluator(folds=8, max_depth=8, sample=500))",77,1.54 k,2,12,0.013909214530855363
75,"SamplingSelector(iterations=200, evaluator=FeatureEvaluator(folds=8, max_depth=8, sample=500))",79,1.58 k,2,12,0.0
76,"SamplingSelector(iterations=200, evaluator=FeatureEvaluator(folds=8, max_depth=8, sample=500))",81,1.62 k,2,12,0.0015994301625331664
77,"SamplingSelector(iterations=200, evaluator=FeatureEvaluator(folds=8, max_depth=8, sample=500))",83,1.66 k,2,12,0.0
78,"SamplingSelector(iterations=200, evaluator=FeatureEvaluator(folds=8, max_depth=8, sample=500))",85,1.70 k,2,12,0.0
79,"SamplingSelector(iterations=200, evaluator=FeatureEvaluator(folds=8, max_depth=8, sample=500))",87,1.74 k,2,12,0.0
80,"SamplingSelector(iterations=200, evaluator=FeatureEvaluator(folds=8, max_depth=8, sample=500))",89,1.78 k,2,12,0.0
81,"SamplingSelector(iterations=200, evaluator=FeatureEvaluator(folds=8, max_depth=8, sample=500))",91,1.82 k,2,12,0.0
82,"SamplingSelector(iterations=200, evaluator=FeatureEvaluator(folds=8, max_depth=8, sample=500))",93,1.86 k,2,12,0.0
83,"SamplingSelector(iterations=200, evaluator=FeatureEvaluator(folds=8, max_depth=8, sample=500))",95,1.90 k,2,12,0.0
84,"SamplingSelector(iterations=200, evaluator=FeatureEvaluator(folds=8, max_depth=8, sample=500))",97,1.94 k,2,12,0.0
85,"SamplingSelector(iterations=200, evaluator=FeatureEvaluator(folds=8, max_depth=8, sample=500))",99,1.98 k,2,12,0.0
86,"SamplingSelector(iterations=200, evaluator=FeatureEvaluator(folds=8, max_depth=8, sample=500))",26,explain 0.8,2,12,0.0
87,"SamplingSelector(iterations=200, evaluator=FeatureEvaluator(folds=8, max_depth=8, sample=500))",31,explain 0.85,2,12,0.0
88,"SamplingSelector(iterations=200, evaluator=FeatureEvaluator(folds=8, max_depth=8, sample=500))",40,explain 0.9,2,12,0.0
89,"SamplingSelector(iterations=200, evaluator=FeatureEvaluator(folds=8, max_depth=8, sample=500))",53,explain 0.95,2,12,0.0
