,run,k,k_method,i,max depth,accuracy
0,"SamplingSelector(iterations=400, evaluator=FeatureEvaluator(folds=4, max_depth=2, sample=1000))",5,explain 0.8,0,12,0.018880076264129797
1,"SamplingSelector(iterations=400, evaluator=FeatureEvaluator(folds=4, max_depth=2, sample=1000))",5,explain 0.85,0,12,0.018880076264129797
2,"SamplingSelector(iterations=400, evaluator=FeatureEvaluator(folds=4, max_depth=2, sample=1000))",6,explain 0.9,0,12,0.0
3,"SamplingSelector(iterations=400, evaluator=FeatureEvaluator(folds=4, max_depth=2, sample=1000))",9,explain 0.95,0,12,0.0
4,"SamplingSelector(iterations=400, evaluator=FeatureEvaluator(folds=4, max_depth=2, sample=1000))",25,0.50 k,1,12,0.0
5,"SamplingSelector(iterations=400, evaluator=FeatureEvaluator(folds=4, max_depth=2, sample=1000))",9,explain 0.8,1,12,0.0
6,"SamplingSelector(iterations=400, evaluator=FeatureEvaluator(folds=4, max_depth=2, sample=1000))",11,explain 0.85,1,12,0.004691181527872091
7,"SamplingSelector(iterations=400, evaluator=FeatureEvaluator(folds=4, max_depth=2, sample=1000))",14,explain 0.9,1,12,0.0
8,"SamplingSelector(iterations=400, evaluator=FeatureEvaluator(folds=4, max_depth=2, sample=1000))",17,explain 0.95,1,12,0.0
9,"SamplingSelector(iterations=400, evaluator=FeatureEvaluator(folds=4, max_depth=2, sample=1000))",25,0.50 k,2,12,0.0
10,"SamplingSelector(iterations=400, evaluator=FeatureEvaluator(folds=4, max_depth=2, sample=1000))",9,explain 0.8,2,12,0.0
11,"SamplingSelector(iterations=400, evaluator=FeatureEvaluator(folds=4, max_depth=2, sample=1000))",11,explain 0.85,2,12,0.001437762092857553
12,"SamplingSelector(iterations=400, evaluator=FeatureEvaluator(folds=4, max_depth=2, sample=1000))",13,explain 0.9,2,12,0.0
13,"SamplingSelector(iterations=400, evaluator=FeatureEvaluator(folds=4, max_depth=2, sample=1000))",16,explain 0.95,2,12,0.0
