,run,k,k_method,i,max depth,accuracy
0,"SamplingSelector(iterations=400, evaluator=FeatureEvaluator(folds=8, max_depth=4, sample=500))",4,0.50 k,0,12,0.8688013171938831
1,"SamplingSelector(iterations=400, evaluator=FeatureEvaluator(folds=8, max_depth=4, sample=500))",6,0.75 k,0,12,0.8599340416206311
2,"SamplingSelector(iterations=400, evaluator=FeatureEvaluator(folds=8, max_depth=4, sample=500))",4,explain 0.8,0,12,0.8688013171938831
3,"SamplingSelector(iterations=400, evaluator=FeatureEvaluator(folds=8, max_depth=4, sample=500))",4,explain 0.85,0,12,0.8688013171938831
4,"SamplingSelector(iterations=400, evaluator=FeatureEvaluator(folds=8, max_depth=4, sample=500))",5,explain 0.9,0,12,0.8648190303444354
5,"SamplingSelector(iterations=400, evaluator=FeatureEvaluator(folds=8, max_depth=4, sample=500))",6,explain 0.95,0,12,0.8599340416206311
6,"SamplingSelector(iterations=400, evaluator=FeatureEvaluator(folds=8, max_depth=4, sample=500))",4,0.50 k,1,12,0.8639165117426245
7,"SamplingSelector(iterations=400, evaluator=FeatureEvaluator(folds=8, max_depth=4, sample=500))",6,0.75 k,1,12,0.866942764406949
8,"SamplingSelector(iterations=400, evaluator=FeatureEvaluator(folds=8, max_depth=4, sample=500))",8,1.00 k,1,12,0.8696507431490256
9,"SamplingSelector(iterations=400, evaluator=FeatureEvaluator(folds=8, max_depth=4, sample=500))",10,1.25 k,1,12,0.8742699020943963
10,"SamplingSelector(iterations=400, evaluator=FeatureEvaluator(folds=8, max_depth=4, sample=500))",12,1.50 k,1,12,0.8722521982484501
11,"SamplingSelector(iterations=400, evaluator=FeatureEvaluator(folds=8, max_depth=4, sample=500))",14,1.75 k,1,12,0.867633011107303
12,"SamplingSelector(iterations=400, evaluator=FeatureEvaluator(folds=8, max_depth=4, sample=500))",16,2.00 k,1,12,0.8678984884385335
13,"SamplingSelector(iterations=400, evaluator=FeatureEvaluator(folds=8, max_depth=4, sample=500))",8,explain 0.8,1,12,0.8696507431490256
14,"SamplingSelector(iterations=400, evaluator=FeatureEvaluator(folds=8, max_depth=4, sample=500))",9,explain 0.85,1,12,0.8695975377192522
15,"SamplingSelector(iterations=400, evaluator=FeatureEvaluator(folds=8, max_depth=4, sample=500))",12,explain 0.9,1,12,0.8722521982484501
16,"SamplingSelector(iterations=400, evaluator=FeatureEvaluator(folds=8, max_depth=4, sample=500))",16,explain 0.95,1,12,0.8678984884385335
17,"SamplingSelector(iterations=400, evaluator=FeatureEvaluator(folds=8, max_depth=4, sample=500))",4,0.50 k,2,12,0.8639165117426245
18,"SamplingSelector(iterations=400, evaluator=FeatureEvaluator(folds=8, max_depth=4, sample=500))",6,0.75 k,2,12,0.866942764406949
19,"SamplingSelector(iterations=400, evaluator=FeatureEvaluator(folds=8, max_depth=4, sample=500))",8,1.00 k,2,12,0.8694914652090203
20,"SamplingSelector(iterations=400, evaluator=FeatureEvaluator(folds=8, max_depth=4, sample=500))",10,1.25 k,2,12,0.8741637168010594
21,"SamplingSelector(iterations=400, evaluator=FeatureEvaluator(folds=8, max_depth=4, sample=500))",12,1.50 k,2,12,0.8725176755796806
22,"SamplingSelector(iterations=400, evaluator=FeatureEvaluator(folds=8, max_depth=4, sample=500))",14,1.75 k,2,12,0.870553332240277
23,"SamplingSelector(iterations=400, evaluator=FeatureEvaluator(folds=8, max_depth=4, sample=500))",16,2.00 k,2,12,0.8684825780413268
24,"SamplingSelector(iterations=400, evaluator=FeatureEvaluator(folds=8, max_depth=4, sample=500))",9,explain 0.8,2,12,0.8694913524259154
25,"SamplingSelector(iterations=400, evaluator=FeatureEvaluator(folds=8, max_depth=4, sample=500))",11,explain 0.85,2,12,0.8736857279042741
26,"SamplingSelector(iterations=400, evaluator=FeatureEvaluator(folds=8, max_depth=4, sample=500))",15,explain 0.9,2,12,0.8705532617508365
27,"SamplingSelector(iterations=400, evaluator=FeatureEvaluator(folds=8, max_depth=4, sample=500))",23,explain 0.95,2,12,0.8640756487037485
28,"SamplingSelector(iterations=400, evaluator=FeatureEvaluator(folds=8, max_depth=4, sample=500))",4,0.50 k,3,12,0.8639165117426245
