,run,k,k_method,i,max depth,accuracy
0,"SamplingSelector(iterations=400, evaluator=FeatureEvaluator(folds=8, max_depth=8, sample=500))",4,0.50 k,0,12,0.8688013171938831
1,"SamplingSelector(iterations=400, evaluator=FeatureEvaluator(folds=8, max_depth=8, sample=500))",6,0.75 k,0,12,0.8599340416206311
2,"SamplingSelector(iterations=400, evaluator=FeatureEvaluator(folds=8, max_depth=8, sample=500))",5,explain 0.8,0,12,0.8648190303444354
3,"SamplingSelector(iterations=400, evaluator=FeatureEvaluator(folds=8, max_depth=8, sample=500))",5,explain 0.85,0,12,0.8648190303444354
4,"SamplingSelector(iterations=400, evaluator=FeatureEvaluator(folds=8, max_depth=8, sample=500))",6,explain 0.9,0,12,0.8599340416206311
5,"SamplingSelector(iterations=400, evaluator=FeatureEvaluator(folds=8, max_depth=8, sample=500))",6,explain 0.95,0,12,0.8599340416206311
6,"SamplingSelector(iterations=400, evaluator=FeatureEvaluator(folds=8, max_depth=8, sample=500))",4,0.50 k,1,12,0.8639165117426245
7,"SamplingSelector(iterations=400, evaluator=FeatureEvaluator(folds=8, max_depth=8, sample=500))",6,0.75 k,1,12,0.8733677500376766
8,"SamplingSelector(iterations=400, evaluator=FeatureEvaluator(folds=8, max_depth=8, sample=500))",8,1.00 k,1,12,0.8721464781854215
9,"SamplingSelector(iterations=400, evaluator=FeatureEvaluator(folds=8, max_depth=8, sample=500))",10,1.25 k,1,12,0.8740047772103692
10,"SamplingSelector(iterations=400, evaluator=FeatureEvaluator(folds=8, max_depth=8, sample=500))",12,1.50 k,1,12,0.8701286051648177
11,"SamplingSelector(iterations=400, evaluator=FeatureEvaluator(folds=8, max_depth=8, sample=500))",14,1.75 k,1,12,0.8701815286368287
12,"SamplingSelector(iterations=400, evaluator=FeatureEvaluator(folds=8, max_depth=8, sample=500))",16,2.00 k,1,12,0.8660401471199212
13,"SamplingSelector(iterations=400, evaluator=FeatureEvaluator(folds=8, max_depth=8, sample=500))",14,explain 0.8,1,12,0.8701815286368287
14,"SamplingSelector(iterations=400, evaluator=FeatureEvaluator(folds=8, max_depth=8, sample=500))",16,explain 0.85,1,12,0.8660401471199212
15,"SamplingSelector(iterations=400, evaluator=FeatureEvaluator(folds=8, max_depth=8, sample=500))",19,explain 0.9,1,12,0.8632792871994983
16,"SamplingSelector(iterations=400, evaluator=FeatureEvaluator(folds=8, max_depth=8, sample=500))",22,explain 0.95,1,12,0.863013711183051
17,"SamplingSelector(iterations=400, evaluator=FeatureEvaluator(folds=8, max_depth=8, sample=500))",4,0.50 k,2,12,0.8639165117426245
18,"SamplingSelector(iterations=400, evaluator=FeatureEvaluator(folds=8, max_depth=8, sample=500))",6,0.75 k,2,12,0.8692791228181228
19,"SamplingSelector(iterations=400, evaluator=FeatureEvaluator(folds=8, max_depth=8, sample=500))",8,1.00 k,2,12,0.876924872777133
20,"SamplingSelector(iterations=400, evaluator=FeatureEvaluator(folds=8, max_depth=8, sample=500))",10,1.25 k,2,12,0.8737391448023694
21,"SamplingSelector(iterations=400, evaluator=FeatureEvaluator(folds=8, max_depth=8, sample=500))",12,1.50 k,2,12,0.8711374218430705
22,"SamplingSelector(iterations=400, evaluator=FeatureEvaluator(folds=8, max_depth=8, sample=500))",14,1.75 k,2,12,0.8681636979098893
23,"SamplingSelector(iterations=400, evaluator=FeatureEvaluator(folds=8, max_depth=8, sample=500))",16,2.00 k,2,12,0.8680043917741079
24,"SamplingSelector(iterations=400, evaluator=FeatureEvaluator(folds=8, max_depth=8, sample=500))",19,explain 0.8,2,12,0.8626421472437007
25,"SamplingSelector(iterations=400, evaluator=FeatureEvaluator(folds=8, max_depth=8, sample=500))",23,explain 0.85,2,12,0.8621112066791282
26,"SamplingSelector(iterations=400, evaluator=FeatureEvaluator(folds=8, max_depth=8, sample=500))",27,explain 0.9,2,12,0.847403359329369
27,"SamplingSelector(iterations=400, evaluator=FeatureEvaluator(folds=8, max_depth=8, sample=500))",34,explain 0.95,2,12,0.8470848880366872
28,"SamplingSelector(iterations=400, evaluator=FeatureEvaluator(folds=8, max_depth=8, sample=500))",4,0.50 k,3,12,0.8639165117426245
29,"SamplingSelector(iterations=400, evaluator=FeatureEvaluator(folds=8, max_depth=8, sample=500))",6,0.75 k,3,12,0.8692791228181228
30,"SamplingSelector(iterations=400, evaluator=FeatureEvaluator(folds=8, max_depth=8, sample=500))",8,1.00 k,3,12,0.8698631137356992
31,"SamplingSelector(iterations=400, evaluator=FeatureEvaluator(folds=8, max_depth=8, sample=500))",10,1.25 k,3,12,0.8736860803514773
32,"SamplingSelector(iterations=400, evaluator=FeatureEvaluator(folds=8, max_depth=8, sample=500))",12,1.50 k,3,12,0.8708719727076163
33,"SamplingSelector(iterations=400, evaluator=FeatureEvaluator(folds=8, max_depth=8, sample=500))",14,1.75 k,3,12,0.8691194642351382
34,"SamplingSelector(iterations=400, evaluator=FeatureEvaluator(folds=8, max_depth=8, sample=500))",16,2.00 k,3,12,0.8692256072348107
35,"SamplingSelector(iterations=400, evaluator=FeatureEvaluator(folds=8, max_depth=8, sample=500))",19,explain 0.8,3,12,0.8640223586866463
36,"SamplingSelector(iterations=400, evaluator=FeatureEvaluator(folds=8, max_depth=8, sample=500))",23,explain 0.85,3,12,0.8632793294931627
37,"SamplingSelector(iterations=400, evaluator=FeatureEvaluator(folds=8, max_depth=8, sample=500))",27,explain 0.9,3,12,0.8483060048121732
38,"SamplingSelector(iterations=400, evaluator=FeatureEvaluator(folds=8, max_depth=8, sample=500))",34,explain 0.95,3,12,0.8483590692630655
39,"SamplingSelector(iterations=400, evaluator=FeatureEvaluator(folds=8, max_depth=8, sample=500))",4,0.50 k,4,12,0.8639165117426245
40,"SamplingSelector(iterations=400, evaluator=FeatureEvaluator(folds=8, max_depth=8, sample=500))",6,0.75 k,4,12,0.869172937524786
41,"SamplingSelector(iterations=400, evaluator=FeatureEvaluator(folds=8, max_depth=8, sample=500))",8,1.00 k,4,12,0.8699162063823678
42,"SamplingSelector(iterations=400, evaluator=FeatureEvaluator(folds=8, max_depth=8, sample=500))",10,1.25 k,4,12,0.8740046362314878
43,"SamplingSelector(iterations=400, evaluator=FeatureEvaluator(folds=8, max_depth=8, sample=500))",12,1.50 k,4,12,0.8706594893378377
44,"SamplingSelector(iterations=400, evaluator=FeatureEvaluator(folds=8, max_depth=8, sample=500))",14,1.75 k,4,12,0.8684823383772287
45,"SamplingSelector(iterations=400, evaluator=FeatureEvaluator(folds=8, max_depth=8, sample=500))",16,2.00 k,4,12,0.8688539446102436
46,"SamplingSelector(iterations=400, evaluator=FeatureEvaluator(folds=8, max_depth=8, sample=500))",20,explain 0.8,4,12,0.8636508511388484
47,"SamplingSelector(iterations=400, evaluator=FeatureEvaluator(folds=8, max_depth=8, sample=500))",23,explain 0.85,4,12,0.8635979558626138
48,"SamplingSelector(iterations=400, evaluator=FeatureEvaluator(folds=8, max_depth=8, sample=500))",27,explain 0.9,4,12,0.8492087207844177
49,"SamplingSelector(iterations=400, evaluator=FeatureEvaluator(folds=8, max_depth=8, sample=500))",34,explain 0.95,4,12,0.8491554166694275
