GPA,Gender,breakfast,calories_chicken,calories_scone,coffee,cook,comfort_food_reasons_coded.1,cuisine,diet_current_coded,drink,eating_changes_coded,eating_changes_coded1,eating_out,employment,ethnic_food,exercise,father_education,fav_cuisine,fav_cuisine_coded,fav_food,fries,fruit_day,grade_level,greek_food,healthy_feeling,ideal_diet_coded,income,indian_food,italian_food,life_rewarding,marital_status,mother_education,nutritional_check,on_off_campus,parents_cook,pay_meal_out,persian_food,self_perception_weight,soup,sports,thai_food,tortilla_calories,turkey_calories,veggies_day,vitamins,waffle_calories,weight,"Split(,)(comfort_food_reasons)_0",Split( )(comfort_food_reasons)_0,Split( )(diet_current)_0,Split( )(diet_current)_1,Split( )(eating_changes)_0,Split( )(fav_cuisine)_0,Split( -)(fav_cuisine)_0,Split(/)(fav_cuisine)_0,Split( )(food_childhood)_0,Split( )(ideal_diet)_0,Split( )(ideal_diet)_1,Split( )(meals_dinner_friend)_0,"ExtractNumber(:(?:\d*[.,]\d+)|(?:\d+[.,]?))(?:[Ee][+-)(weight)_0","ExtractWord([Chocolate, Pizza, and, cake, chips, cookies, cream, pizza])(comfort_food)_0","ExtractWord([Boredom, I, Sadness, Stress, bored, boredom, sadness])(comfort_food_reasons)_0","ExtractWord([and, eat, healthy])(diet_current)_0","ExtractWord([I, Less, More, eat, eating, food, less, to])(eating_changes)_0","ExtractWord([Chicken, Pasta, Pizza, Spaghetti, Steak, and, chicken, pizza, steak])(food_childhood)_0","ExtractWord([and, food, of, vegetable, vegetables, veggies])(healthy_meal)_0","ExtractWord([I, a, and, diet, healthy])(ideal_diet)_0","ExtractWord([Chicken, Pasta, Pizza, and, chicken, pasta, steak])(meals_dinner_friend)_0",Lowercase()(fav_cuisine)_fav_cuisine,OneHot()(calories_chicken)_265,OneHot()(calories_chicken)_430,OneHot()(calories_chicken)_610,OneHot()(calories_chicken)_720,OneHot()(comfort_food_reasons_coded.1)_1,OneHot()(comfort_food_reasons_coded.1)_2,OneHot()(comfort_food_reasons_coded.1)_3,OneHot()(comfort_food_reasons_coded.1)_4,OneHot()(comfort_food_reasons_coded.1)_5,OneHot()(comfort_food_reasons_coded.1)_6,OneHot()(comfort_food_reasons_coded.1)_7,OneHot()(comfort_food_reasons_coded.1)_9,OneHot()(diet_current_coded)_1,OneHot()(diet_current_coded)_2,OneHot()(diet_current_coded)_3,OneHot()(diet_current_coded)_4,OneHot()(eating_changes_coded)_1,OneHot()(eating_changes_coded)_2,OneHot()(eating_changes_coded)_3,OneHot()(eating_changes_coded)_4,OneHot()(eating_changes_coded1)_2,OneHot()(eating_changes_coded1)_3,OneHot()(eating_changes_coded1)_5,OneHot()(eating_changes_coded1)_7,OneHot()(eating_changes_coded1)_8,OneHot()(eating_changes_coded1)_10,OneHot()(eating_changes_coded1)_11,OneHot()(eating_changes_coded1)_12,OneHot()(eating_out)_1,OneHot()(eating_out)_2,OneHot()(eating_out)_3,OneHot()(eating_out)_4,OneHot()(eating_out)_5,OneHot()(ethnic_food)_1,OneHot()(ethnic_food)_2,OneHot()(ethnic_food)_3,OneHot()(ethnic_food)_4,OneHot()(ethnic_food)_5,OneHot()(fav_cuisine_coded)_0,OneHot()(fav_cuisine_coded)_1,OneHot()(fav_cuisine_coded)_2,OneHot()(fav_cuisine_coded)_3,OneHot()(fav_cuisine_coded)_4,OneHot()(fav_cuisine_coded)_5,OneHot()(fav_cuisine_coded)_8,OneHot()(fruit_day)_2,OneHot()(fruit_day)_3,OneHot()(fruit_day)_4,OneHot()(fruit_day)_5,OneHot()(grade_level)_1,OneHot()(grade_level)_2,OneHot()(grade_level)_3,OneHot()(grade_level)_4,OneHot()(greek_food)_1,OneHot()(greek_food)_2,OneHot()(greek_food)_3,OneHot()(greek_food)_4,OneHot()(greek_food)_5,OneHot()(healthy_feeling)_1,OneHot()(healthy_feeling)_2,OneHot()(healthy_feeling)_3,OneHot()(healthy_feeling)_4,OneHot()(healthy_feeling)_5,OneHot()(healthy_feeling)_6,OneHot()(healthy_feeling)_7,OneHot()(healthy_feeling)_8,OneHot()(healthy_feeling)_9,OneHot()(healthy_feeling)_10,OneHot()(ideal_diet_coded)_1,OneHot()(ideal_diet_coded)_2,OneHot()(ideal_diet_coded)_3,OneHot()(ideal_diet_coded)_4,OneHot()(ideal_diet_coded)_5,OneHot()(ideal_diet_coded)_6,OneHot()(ideal_diet_coded)_7,OneHot()(ideal_diet_coded)_8,OneHot()(income)_1,OneHot()(income)_2,OneHot()(income)_3,OneHot()(income)_4,OneHot()(income)_5,OneHot()(income)_6,OneHot()(indian_food)_1,OneHot()(indian_food)_2,OneHot()(indian_food)_3,OneHot()(indian_food)_4,OneHot()(indian_food)_5,OneHot()(italian_food)_3,OneHot()(italian_food)_4,OneHot()(italian_food)_5,OneHot()(life_rewarding)_1,OneHot()(life_rewarding)_2,OneHot()(life_rewarding)_3,OneHot()(life_rewarding)_4,OneHot()(life_rewarding)_5,OneHot()(life_rewarding)_6,OneHot()(life_rewarding)_7,OneHot()(life_rewarding)_8,OneHot()(life_rewarding)_9,OneHot()(life_rewarding)_10,OneHot()(nutritional_check)_1,OneHot()(nutritional_check)_2,OneHot()(nutritional_check)_3,OneHot()(nutritional_check)_4,OneHot()(nutritional_check)_5,OneHot()(parents_cook)_1,OneHot()(parents_cook)_2,OneHot()(parents_cook)_3,OneHot()(pay_meal_out)_2,OneHot()(pay_meal_out)_3,OneHot()(pay_meal_out)_4,OneHot()(pay_meal_out)_5,OneHot()(pay_meal_out)_6,OneHot()(thai_food)_1,OneHot()(thai_food)_2,OneHot()(thai_food)_3,OneHot()(thai_food)_4,OneHot()(thai_food)_5,OneHot()(turkey_calories)_345,OneHot()(turkey_calories)_500,OneHot()(turkey_calories)_690,OneHot()(turkey_calories)_850,OneHot()(veggies_day)_2,OneHot()(veggies_day)_3,OneHot()(veggies_day)_4,OneHot()(veggies_day)_5,OneHot()(waffle_calories)_575,OneHot()(waffle_calories)_760,OneHot()(waffle_calories)_900,OneHot()(waffle_calories)_1315,NaN(Anything american style.)(fav_cuisine)_fav_cuisine,NaN(Any type of Colombian cuisine)(fav_cuisine)_fav_cuisine,NaN(I'm not answering this. )(weight)_weight,WordToNumber()(weight)_weight
3.5,2,1,610,420.0,2,1.0,1,2.0,1,1.0,2,5,3,3.0,5,1.0,4.0,Italian,1,1.0,2,5,2,5,10,7,6,4,5,10,1.0,5.0,4,1.0,1,6,2.0,2.0,1.0,1.0,4,940.0,690,5,1,900,165,stress,"stress,",Very,healthy,I,Italian,Italian,Italian,Chicken,Clean,diet.,"Chicken,",165.0,and,boredom,healthy,I,Chicken,and,a,Chicken,italian,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,Italian,Italian,165,165.0
3.35,1,2,610,315.0,2,3.0,2,nan,2,2.0,4,10,5,3.0,3,1.0,1.0,italian,1,1.0,1,4,1,3,8,5,3,2,5,8,1.0,3.0,3,1.0,2,2,2.0,3.0,1.0,1.0,3,940.0,500,4,2,900,192,bored,"bored,",What,ever,when,italian,italian,italian,steak,My,ideal,mac,192.0,chips,bored,healthy,eat,steak,of,a,steak,italian,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,italian,italian,192,192.0
3.8,2,1,720,315.0,2,3.0,2,1.0,1,1.0,2,5,4,3.0,5,1.0,4.0,Thai,4,1.0,1,5,4,4,1,2,6,5,5,1,1.0,4.0,4,2.0,1,4,4.0,2.0,1.0,1.0,5,1165.0,500,5,1,1315,175,I usually only eat comfort foods when I am bored. I will also eat them when I am happy to celebrate and then when I am sad to comfort me.,I,I,usually,I,Thai,Thai,Thai,Meatloaf,My,ideal,"Chicken,",175.0,Pizza,I,eat,I,nan,and,a,Chicken,thai,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,Thai,Thai,175,175.0
2.8,1,1,610,980.0,2,2.0,9,1.0,1,1.0,2,5,3,2.0,2,1.0,2.0,Wraps ,5,3.0,2,4,2,5,9,2,5,2,5,10,1.0,4.0,5,1.0,1,3,1.0,2.0,2.0,1.0,2,725.0,345,4,1,1315,140,Just cause ,Just,I,eat,Really,Wraps,Wraps ,Wraps ,Pizza,Fruits,and,"chicken,",140.0,Pizza,nan,eat,to,Pizza,and,a,chicken,wraps ,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,Wraps ,Wraps ,140,140.0
3.5,1,1,610,420.0,2,1.0,1,2.0,3,2.0,1,11,2,2.0,5,2.0,4.0,Mexican,2,1.0,2,5,3,5,4,6,5,5,5,1,1.0,5.0,2,2.0,1,4,4.0,3.0,1.0,1.0,5,1165.0,690,5,1,1315,155,Stress,"Stress,",For,breakfast,More,Mexican,Mexican,Mexican,Steak,Ideally,my,"steak,",155.0,Chocolate,Stress,and,More,Steak,vegetable,I,steak,mexican,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,Mexican,Mexican,155,155.0
3.7,1,1,610,420.0,2,2.0,2,1.0,3,2.0,1,11,2,3.0,5,nan,4.0,Italian ,1,3.0,1,5,4,5,7,1,6,5,5,10,1.0,4.0,2,2.0,2,3,4.0,3.0,2.0,1.0,5,1165.0,500,4,2,1315,155,Boredom. Celebration. ,Boredom.,Simple,breakfast,More,Italian,Italian ,Italian ,Mac,Less,cheese,Steak,155.0,and,Boredom,eat,More,and,of,a,and,italian ,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,Italian ,Italian ,155,155.0
3.6,1,1,610,420.0,2,2.0,3,1.0,1,2.0,3,4,5,3.0,5,1.0,4.0,Mexican ,2,1.0,1,5,1,4,3,6,6,1,5,5,1.0,4.0,4,1.0,1,3,1.0,2.0,1.0,1.0,1,1165.0,690,5,1,1315,135,Sadness,"Sadness,",My,diet,At,Mexican,Mexican ,Mexican ,lasagna,The,way,"Lasagna,",135.0,nan,Sadness,and,I,nan,and,a,steak,mexican ,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,Mexican ,Mexican ,135,135.0
3.9,2,1,610,980.0,2,3.0,2,1.0,1,1.0,2,5,5,2.0,2,1.0,2.0,Italian,1,1.0,1,4,4,3,2,7,6,2,5,1,1.0,2.0,4,1.0,2,3,2.0,2.0,1.0,1.0,2,1165.0,850,4,1,1315,210,boredom,"boredom,",I,try,As,Italian,Italian,Italian,"Pizza,",High,"protein,","pasta,",210.0,cream,boredom,eat,to,Pizza,and,a,pasta,italian,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,Italian,Italian,210,210.0
2.6,1,1,610,980.0,2,3.0,3,2.0,1,nan,3,4,4,3.0,5,1.0,4.0,Italian ,1,1.0,1,5,3,4,8,6,5,4,4,8,2.0,4.0,4,1.0,1,3,4.0,2.0,nan,1.0,4,1165.0,690,5,2,1315,180,sadness,sadness,High,in,nan,Italian,Italian ,Italian ,chicken,My,ideal,chicken,180.0,and,sadness,and,nan,chicken,veggies,a,chicken,italian ,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,Italian ,Italian ,180,180.0
3.5,1,1,610,420.0,1,1.0,2,1.0,1,1.0,1,3,3,2.0,4,1.0,2.0,Chinese cuisine (General Tso's),4,3.0,1,5,2,4,3,5,2,3,5,1,2.0,2.0,4,1.0,1,2,3.0,4.0,2.0,1.0,3,940.0,500,5,1,760,140,Bordem,"Bordem,",I,eat,I,Chinese,Chinese cuisine (General Tso's),Chinese cuisine (General Tso's),chicken,I,want,1.,140.0,cookies,sadness,eat,I,chicken,food,I,pasta,chinese cuisine (general tso's),0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,Chinese cuisine (General Tso's),Chinese cuisine (General Tso's),140,140.0
3.2,1,1,610,315.0,2,2.0,2,2.0,2,1.0,1,11,3,3.0,3,2.0,5.0,Italian,1,3.0,1,3,2,3,3,6,6,1,5,3,2.0,nan,1,1.0,2,5,1.0,2.0,1.0,2.0,4,725.0,500,3,2,900,112,boredom,boredom,I,don't,I,Italian,Italian,Italian,Mac,"No,",diet,"Lasagna,",112.0,and,boredom,eat,I,and,nan,diet,Pasta,italian,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,Italian,Italian,112,112.0
3.0,1,1,720,420.0,1,2.0,3,1.0,1,2.0,1,3,2,3.0,3,nan,2.0,American ,5,1.0,1,5,1,4,3,5,4,3,5,3,2.0,4.0,4,1.0,1,3,3.0,2.0,1.0,1.0,3,940.0,500,5,1,900,125,sadness,sadness,My,current,I,American,American ,American ,Mac,My,ideal,mac,125.0,Chocolate,sadness,and,I,and,vegetable,a,and,american ,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,American ,American ,125,125.0
3.6,1,1,610,420.0,1,4.0,2,1.0,2,2.0,1,3,3,2.0,5,2.0,2.0,Italian ,1,1.0,1,5,2,2,2,7,5,2,4,2,2.0,3.0,2,1.0,2,4,1.0,2.0,1.0,1.0,2,940.0,690,5,2,1315,144 lbs,Boredom,Boredom,I,typically,I,Italian,Italian ,Italian ,"Mac&Cheese,",I,would,"Lasagna,",144.0,cream,Boredom,eat,I,Chicken,vegetable,I,Pizza,italian ,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,Italian ,Italian ,144 lbs,nan
3.2,1,1,430,315.0,1,3.0,1,1.0,1,2.0,1,3,1,3.0,4,1.0,5.0,Italian ,1,1.0,1,5,1,3,8,3,6,2,5,8,2.0,5.0,3,1.0,1,4,2.0,3.0,1.0,1.0,4,725.0,500,5,2,760,145,Stress,"Stress,",My,current,I,Italian,Italian ,Italian ,"Pasta,",My,ideal,"pasta,",145.0,and,Stress,and,I,Pasta,veggies,a,pasta,italian ,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,Italian ,Italian ,145,145.0
3.67,1,2,720,420.0,2,2.0,2,nan,2,2.0,1,3,2,3.0,2,2.0,4.0,Italian,1,1.0,1,3,3,1,3,4,6,1,5,3,2.0,4.0,4,2.0,1,3,1.0,3.0,2.0,2.0,5,1165.0,690,5,1,1315,130,Boredom,"Boredom,",I,am,Freshman,Italian,Italian,Italian,"Steak,",My,ideal,"Steak,",130.0,Pizza,Boredom,eat,I,Steak,veggies,a,pasta,italian,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,Italian,Italian,130,130.0
3.73,1,1,610,980.0,2,3.0,2,1.0,1,1.0,1,8,1,2.0,5,2.0,4.0,Italian,1,1.0,2,5,3,5,3,1,3,5,5,2,2.0,2.0,2,1.0,1,3,5.0,3.0,1.0,1.0,5,1165.0,500,5,1,1315,140,Bad day,Bad,Healthy,and,I,Italian,Italian,Italian,Pizza,Healthy,and,"Pizza,",140.0,and,bored,and,I,Pizza,vegetable,a,Pizza,italian,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,Italian,Italian,140,140.0
4.0,1,1,720,420.0,2,2.0,2,1.0,1,1.0,1,11,1,2.0,5,1.0,2.0,Italian ,1,1.0,2,5,3,3,5,3,5,4,5,2,2.0,4.0,4,1.0,1,6,3.0,4.0,1.0,1.0,4,1165.0,690,5,1,1315,140,Boredom,"Boredom,",My,meals,I,Italian,Italian ,Italian ,Spaghetti,I,would,"Spaghetti,",140.0,Chocolate,Boredom,eat,I,Spaghetti,and,I,steak,italian ,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,Italian ,Italian ,140,140.0
3.1,2,2,610,980.0,2,3.0,2,1.0,2,2.0,1,3,1,2.0,4,2.0,nan,Lean,0,2.0,1,5,1,2,3,7,5,3,5,2,1.0,4.0,2,1.0,1,2,2.0,3.0,1.0,2.0,3,1165.0,345,5,1,1315,140,boredom,"boredom,",I,eat,I,Lean,Lean,Lean,Pizza,I,would,"Pasta,",140.0,pizza,boredom,eat,I,Pizza,nan,I,Pasta,lean,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,Lean,Lean,140,140.0
3.79,2,1,720,420.0,2,1.0,2,1.0,2,2.0,2,12,4,3.0,3,1.0,4.0,Mexican,2,1.0,1,3,2,3,1,3,6,1,5,2,2.0,2.0,5,3.0,1,3,1.0,3.0,1.0,1.0,2,1165.0,850,4,1,1315,200,Boredom,"Boredom,",I,have,I,Mexican,Mexican,Mexican,Pizza,A,balanced,"chipotle,",200.0,cream,Boredom,eat,I,Pizza,vegetable,a,chicken,mexican,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,Mexican,Mexican,200,200.0
2.71,2,2,265,420.0,1,2.0,9,4.0,4,2.0,3,4,1,3.0,3,2.0,1.0,nan,0,2.0,1,4,3,3,8,8,3,3,3,10,4.0,1.0,2,2.0,3,5,3.0,3.0,1.0,2.0,3,580.0,345,4,2,760,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,rice,nan,nan,nan,nan,nan,nan,nan,nan,and,nan,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,nan,nan,nan,nan
3.0,1,1,610,420.0,2,3.0,3,1.0,1,1.0,1,3,2,2.0,5,1.0,4.0,italian ,1,1.0,1,5,1,3,6,2,5,4,5,9,2.0,4.0,4,1.0,2,4,3.0,3.0,1.0,2.0,4,940.0,500,4,1,900,120,sadness,"sadness,",I,normally,I,italian,italian ,italian ,"salad,",Eating,all,"Chicken,",120.0,and,sadness,eat,I,chicken,vegetable,a,Chicken,italian ,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,italian ,italian ,120,120.0
3.7,1,2,610,420.0,1,2.0,2,1.0,2,2.0,1,3,2,2.0,2,2.0,2.0,american ,5,3.0,1,4,4,2,4,3,3,1,5,4,1.0,5.0,3,2.0,1,3,1.0,4.0,2.0,1.0,1,1165.0,690,2,2,1315,150,boredom and stress,boredom,Current,diet,I,american,american ,american ,"pizza,",My,idea,"chicken,",150.0,pizza,boredom,eat,I,pizza,of,a,chicken,american ,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,american ,american ,150,150.0
