,run,k,k_method,i,max depth,accuracy
0,"SamplingSelector(iterations=400, evaluator=FeatureEvaluator(folds=4, max_depth=4, sample=500))",7,0.47 k,0,12,0.8184972947697498
1,"SamplingSelector(iterations=400, evaluator=FeatureEvaluator(folds=4, max_depth=4, sample=500))",9,0.60 k,0,12,0.8213227297059632
2,"SamplingSelector(iterations=400, evaluator=FeatureEvaluator(folds=4, max_depth=4, sample=500))",11,0.73 k,0,12,0.8215068587074574
3,"SamplingSelector(iterations=400, evaluator=FeatureEvaluator(folds=4, max_depth=4, sample=500))",13,0.87 k,0,12,0.8247316367076847
4,"SamplingSelector(iterations=400, evaluator=FeatureEvaluator(folds=4, max_depth=4, sample=500))",6,explain 0.8,0,12,0.818957935574702
5,"SamplingSelector(iterations=400, evaluator=FeatureEvaluator(folds=4, max_depth=4, sample=500))",6,explain 0.85,0,12,0.818957935574702
6,"SamplingSelector(iterations=400, evaluator=FeatureEvaluator(folds=4, max_depth=4, sample=500))",8,explain 0.9,0,12,0.8192957545502455
7,"SamplingSelector(iterations=400, evaluator=FeatureEvaluator(folds=4, max_depth=4, sample=500))",10,explain 0.95,0,12,0.8206469974434046
8,"SamplingSelector(iterations=400, evaluator=FeatureEvaluator(folds=4, max_depth=4, sample=500))",7,0.47 k,1,12,0.7703406784993613
9,"SamplingSelector(iterations=400, evaluator=FeatureEvaluator(folds=4, max_depth=4, sample=500))",9,0.60 k,1,12,0.7770052646549652
10,"SamplingSelector(iterations=400, evaluator=FeatureEvaluator(folds=4, max_depth=4, sample=500))",11,0.73 k,1,12,0.7800156255246076
11,"SamplingSelector(iterations=400, evaluator=FeatureEvaluator(folds=4, max_depth=4, sample=500))",13,0.87 k,1,12,0.7856668396339055
12,"SamplingSelector(iterations=400, evaluator=FeatureEvaluator(folds=4, max_depth=4, sample=500))",15,1.00 k,1,12,0.7945426242581932
13,"SamplingSelector(iterations=400, evaluator=FeatureEvaluator(folds=4, max_depth=4, sample=500))",17,1.13 k,1,12,0.7884309721136068
14,"SamplingSelector(iterations=400, evaluator=FeatureEvaluator(folds=4, max_depth=4, sample=500))",19,1.27 k,1,12,0.7894444714803995
15,"SamplingSelector(iterations=400, evaluator=FeatureEvaluator(folds=4, max_depth=4, sample=500))",21,1.40 k,1,12,0.7880318742594192
16,"SamplingSelector(iterations=400, evaluator=FeatureEvaluator(folds=4, max_depth=4, sample=500))",23,1.53 k,1,12,0.7908257714395439
17,"SamplingSelector(iterations=400, evaluator=FeatureEvaluator(folds=4, max_depth=4, sample=500))",25,1.67 k,1,12,0.7563680850357497
18,"SamplingSelector(iterations=400, evaluator=FeatureEvaluator(folds=4, max_depth=4, sample=500))",27,1.80 k,1,12,0.74328387262519
19,"SamplingSelector(iterations=400, evaluator=FeatureEvaluator(folds=4, max_depth=4, sample=500))",29,1.93 k,1,12,0.7519448817353009
20,"SamplingSelector(iterations=400, evaluator=FeatureEvaluator(folds=4, max_depth=4, sample=500))",14,explain 0.8,1,12,0.7842233836994316
21,"SamplingSelector(iterations=400, evaluator=FeatureEvaluator(folds=4, max_depth=4, sample=500))",17,explain 0.85,1,12,0.7884309721136068
22,"SamplingSelector(iterations=400, evaluator=FeatureEvaluator(folds=4, max_depth=4, sample=500))",22,explain 0.9,1,12,0.7924236812709867
23,"SamplingSelector(iterations=400, evaluator=FeatureEvaluator(folds=4, max_depth=4, sample=500))",31,explain 0.95,1,12,0.757719068572362
24,"SamplingSelector(iterations=400, evaluator=FeatureEvaluator(folds=4, max_depth=4, sample=500))",7,0.47 k,2,12,0.7774663251459659
25,"SamplingSelector(iterations=400, evaluator=FeatureEvaluator(folds=4, max_depth=4, sample=500))",9,0.60 k,2,12,0.771231426770349
26,"SamplingSelector(iterations=400, evaluator=FeatureEvaluator(folds=4, max_depth=4, sample=500))",11,0.73 k,2,12,0.7646591149585161
27,"SamplingSelector(iterations=400, evaluator=FeatureEvaluator(folds=4, max_depth=4, sample=500))",13,0.87 k,2,12,0.7857277931379727
28,"SamplingSelector(iterations=400, evaluator=FeatureEvaluator(folds=4, max_depth=4, sample=500))",15,1.00 k,2,12,0.7841927466178963
29,"SamplingSelector(iterations=400, evaluator=FeatureEvaluator(folds=4, max_depth=4, sample=500))",17,1.13 k,2,12,0.7818586178616118
30,"SamplingSelector(iterations=400, evaluator=FeatureEvaluator(folds=4, max_depth=4, sample=500))",19,1.27 k,2,12,0.7894748822144031
31,"SamplingSelector(iterations=400, evaluator=FeatureEvaluator(folds=4, max_depth=4, sample=500))",21,1.40 k,2,12,0.7963851874780018
32,"SamplingSelector(iterations=400, evaluator=FeatureEvaluator(folds=4, max_depth=4, sample=500))",23,1.53 k,2,12,0.7840388585897567
33,"SamplingSelector(iterations=400, evaluator=FeatureEvaluator(folds=4, max_depth=4, sample=500))",25,1.67 k,2,12,0.7902430963059706
34,"SamplingSelector(iterations=400, evaluator=FeatureEvaluator(folds=4, max_depth=4, sample=500))",27,1.80 k,2,12,0.7898125408604451
35,"SamplingSelector(iterations=400, evaluator=FeatureEvaluator(folds=4, max_depth=4, sample=500))",29,1.93 k,2,12,0.788307683442414
36,"SamplingSelector(iterations=400, evaluator=FeatureEvaluator(folds=4, max_depth=4, sample=500))",17,explain 0.8,2,12,0.7818586178616118
37,"SamplingSelector(iterations=400, evaluator=FeatureEvaluator(folds=4, max_depth=4, sample=500))",21,explain 0.85,2,12,0.7963851874780018
38,"SamplingSelector(iterations=400, evaluator=FeatureEvaluator(folds=4, max_depth=4, sample=500))",28,explain 0.9,2,12,0.7869254828087163
39,"SamplingSelector(iterations=400, evaluator=FeatureEvaluator(folds=4, max_depth=4, sample=500))",40,explain 0.95,2,12,0.7836084823360273
40,"SamplingSelector(iterations=400, evaluator=FeatureEvaluator(folds=4, max_depth=4, sample=500))",7,0.47 k,3,12,0.7774048104886429
41,"SamplingSelector(iterations=400, evaluator=FeatureEvaluator(folds=4, max_depth=4, sample=500))",9,0.60 k,3,12,0.7774968254758674
42,"SamplingSelector(iterations=400, evaluator=FeatureEvaluator(folds=4, max_depth=4, sample=500))",11,0.73 k,3,12,0.7763909291603903
43,"SamplingSelector(iterations=400, evaluator=FeatureEvaluator(folds=4, max_depth=4, sample=500))",13,0.87 k,3,12,0.7860043615283137
44,"SamplingSelector(iterations=400, evaluator=FeatureEvaluator(folds=4, max_depth=4, sample=500))",15,1.00 k,3,12,0.7861271173396922
45,"SamplingSelector(iterations=400, evaluator=FeatureEvaluator(folds=4, max_depth=4, sample=500))",17,1.13 k,3,12,0.793805405631753
46,"SamplingSelector(iterations=400, evaluator=FeatureEvaluator(folds=4, max_depth=4, sample=500))",19,1.27 k,3,12,0.7872946650641263
47,"SamplingSelector(iterations=400, evaluator=FeatureEvaluator(folds=4, max_depth=4, sample=500))",21,1.40 k,3,12,0.7894444809115468
48,"SamplingSelector(iterations=400, evaluator=FeatureEvaluator(folds=4, max_depth=4, sample=500))",23,1.53 k,3,12,0.7902123366195222
49,"SamplingSelector(iterations=400, evaluator=FeatureEvaluator(folds=4, max_depth=4, sample=500))",25,1.67 k,3,12,0.7886766346347185
50,"SamplingSelector(iterations=400, evaluator=FeatureEvaluator(folds=4, max_depth=4, sample=500))",27,1.80 k,3,12,0.7957092948859417
51,"SamplingSelector(iterations=400, evaluator=FeatureEvaluator(folds=4, max_depth=4, sample=500))",29,1.93 k,3,12,0.7986267353782324
52,"SamplingSelector(iterations=400, evaluator=FeatureEvaluator(folds=4, max_depth=4, sample=500))",18,explain 0.8,3,12,0.7930992437728965
53,"SamplingSelector(iterations=400, evaluator=FeatureEvaluator(folds=4, max_depth=4, sample=500))",22,explain 0.85,3,12,0.7917172081842739
54,"SamplingSelector(iterations=400, evaluator=FeatureEvaluator(folds=4, max_depth=4, sample=500))",30,explain 0.9,3,12,0.7942658672449092
55,"SamplingSelector(iterations=400, evaluator=FeatureEvaluator(folds=4, max_depth=4, sample=500))",47,explain 0.95,3,12,0.7630631337966667
56,"SamplingSelector(iterations=400, evaluator=FeatureEvaluator(folds=4, max_depth=4, sample=500))",7,0.47 k,4,12,0.7696653329138359
57,"SamplingSelector(iterations=400, evaluator=FeatureEvaluator(folds=4, max_depth=4, sample=500))",9,0.60 k,4,12,0.7842227140879835
58,"SamplingSelector(iterations=400, evaluator=FeatureEvaluator(folds=4, max_depth=4, sample=500))",11,0.73 k,4,12,0.7655192638725573
59,"SamplingSelector(iterations=400, evaluator=FeatureEvaluator(folds=4, max_depth=4, sample=500))",13,0.87 k,4,12,0.7803529823739405
60,"SamplingSelector(iterations=400, evaluator=FeatureEvaluator(folds=4, max_depth=4, sample=500))",15,1.00 k,4,12,0.7873246749743755
61,"SamplingSelector(iterations=400, evaluator=FeatureEvaluator(folds=4, max_depth=4, sample=500))",17,1.13 k,4,12,0.7964773816570223
62,"SamplingSelector(iterations=400, evaluator=FeatureEvaluator(folds=4, max_depth=4, sample=500))",19,1.27 k,4,12,0.7905194949356626
63,"SamplingSelector(iterations=400, evaluator=FeatureEvaluator(folds=4, max_depth=4, sample=500))",21,1.40 k,4,12,0.7961392561691962
64,"SamplingSelector(iterations=400, evaluator=FeatureEvaluator(folds=4, max_depth=4, sample=500))",23,1.53 k,4,12,0.7953714523325301
65,"SamplingSelector(iterations=400, evaluator=FeatureEvaluator(folds=4, max_depth=4, sample=500))",25,1.67 k,4,12,0.7957707859653969
66,"SamplingSelector(iterations=400, evaluator=FeatureEvaluator(folds=4, max_depth=4, sample=500))",27,1.80 k,4,12,0.7947264939031407
67,"SamplingSelector(iterations=400, evaluator=FeatureEvaluator(folds=4, max_depth=4, sample=500))",29,1.93 k,4,12,0.7894746747291658
68,"SamplingSelector(iterations=400, evaluator=FeatureEvaluator(folds=4, max_depth=4, sample=500))",17,explain 0.8,4,12,0.7964773816570223
69,"SamplingSelector(iterations=400, evaluator=FeatureEvaluator(folds=4, max_depth=4, sample=500))",21,explain 0.85,4,12,0.7961392561691962
70,"SamplingSelector(iterations=400, evaluator=FeatureEvaluator(folds=4, max_depth=4, sample=500))",29,explain 0.9,4,12,0.7894746747291658
71,"SamplingSelector(iterations=400, evaluator=FeatureEvaluator(folds=4, max_depth=4, sample=500))",46,explain 0.95,4,12,0.7929447191423239
