,run,k,k_method,i,max depth,accuracy
0,"SamplingSelector(iterations=100, evaluator=FeatureEvaluator(folds=4, max_depth=2, sample=500))",7,0.47 k,0,12,0.8188657932669908
1,"SamplingSelector(iterations=100, evaluator=FeatureEvaluator(folds=4, max_depth=2, sample=500))",9,0.60 k,0,12,0.8195721578955112
2,"SamplingSelector(iterations=100, evaluator=FeatureEvaluator(folds=4, max_depth=2, sample=500))",11,0.73 k,0,12,0.8215989632905801
3,"SamplingSelector(iterations=100, evaluator=FeatureEvaluator(folds=4, max_depth=2, sample=500))",4,explain 0.8,0,12,0.7709575745503889
4,"SamplingSelector(iterations=100, evaluator=FeatureEvaluator(folds=4, max_depth=2, sample=500))",5,explain 0.85,0,12,0.8166549531818994
5,"SamplingSelector(iterations=100, evaluator=FeatureEvaluator(folds=4, max_depth=2, sample=500))",5,explain 0.9,0,12,0.8166549531818994
6,"SamplingSelector(iterations=100, evaluator=FeatureEvaluator(folds=4, max_depth=2, sample=500))",6,explain 0.95,0,12,0.8189886481054145
7,"SamplingSelector(iterations=100, evaluator=FeatureEvaluator(folds=4, max_depth=2, sample=500))",7,0.47 k,1,12,0.7630619218942573
8,"SamplingSelector(iterations=100, evaluator=FeatureEvaluator(folds=4, max_depth=2, sample=500))",9,0.60 k,1,12,0.7644439904918946
9,"SamplingSelector(iterations=100, evaluator=FeatureEvaluator(folds=4, max_depth=2, sample=500))",11,0.73 k,1,12,0.7600545224048219
10,"SamplingSelector(iterations=100, evaluator=FeatureEvaluator(folds=4, max_depth=2, sample=500))",13,0.87 k,1,12,0.766349794268956
11,"SamplingSelector(iterations=100, evaluator=FeatureEvaluator(folds=4, max_depth=2, sample=500))",15,1.00 k,1,12,0.7755638269859827
12,"SamplingSelector(iterations=100, evaluator=FeatureEvaluator(folds=4, max_depth=2, sample=500))",17,1.13 k,1,12,0.7700356233290365
13,"SamplingSelector(iterations=100, evaluator=FeatureEvaluator(folds=4, max_depth=2, sample=500))",19,1.27 k,1,12,0.775225819387496
14,"SamplingSelector(iterations=100, evaluator=FeatureEvaluator(folds=4, max_depth=2, sample=500))",21,1.40 k,1,12,0.7762701114497521
15,"SamplingSelector(iterations=100, evaluator=FeatureEvaluator(folds=4, max_depth=2, sample=500))",23,1.53 k,1,12,0.7728301854050357
16,"SamplingSelector(iterations=100, evaluator=FeatureEvaluator(folds=4, max_depth=2, sample=500))",25,1.67 k,1,12,0.7708331777194054
17,"SamplingSelector(iterations=100, evaluator=FeatureEvaluator(folds=4, max_depth=2, sample=500))",27,1.80 k,1,12,0.7748872412046065
18,"SamplingSelector(iterations=100, evaluator=FeatureEvaluator(folds=4, max_depth=2, sample=500))",29,1.93 k,1,12,0.753727689206731
19,"SamplingSelector(iterations=100, evaluator=FeatureEvaluator(folds=4, max_depth=2, sample=500))",8,explain 0.8,1,12,0.7622633489399957
20,"SamplingSelector(iterations=100, evaluator=FeatureEvaluator(folds=4, max_depth=2, sample=500))",10,explain 0.85,1,12,0.7825029821287306
21,"SamplingSelector(iterations=100, evaluator=FeatureEvaluator(folds=4, max_depth=2, sample=500))",12,explain 0.9,1,12,0.7665646499478834
22,"SamplingSelector(iterations=100, evaluator=FeatureEvaluator(folds=4, max_depth=2, sample=500))",16,explain 0.95,1,12,0.7700969635101372
23,"SamplingSelector(iterations=100, evaluator=FeatureEvaluator(folds=4, max_depth=2, sample=500))",7,0.47 k,2,12,0.7962618469354996
24,"SamplingSelector(iterations=100, evaluator=FeatureEvaluator(folds=4, max_depth=2, sample=500))",9,0.60 k,2,12,0.7844690226426753
25,"SamplingSelector(iterations=100, evaluator=FeatureEvaluator(folds=4, max_depth=2, sample=500))",11,0.73 k,2,12,0.7902728327129525
26,"SamplingSelector(iterations=100, evaluator=FeatureEvaluator(folds=4, max_depth=2, sample=500))",13,0.87 k,2,12,0.7751321633806663
27,"SamplingSelector(iterations=100, evaluator=FeatureEvaluator(folds=4, max_depth=2, sample=500))",15,1.00 k,2,12,0.7823190653280474
28,"SamplingSelector(iterations=100, evaluator=FeatureEvaluator(folds=4, max_depth=2, sample=500))",17,1.13 k,2,12,0.7816128846068966
29,"SamplingSelector(iterations=100, evaluator=FeatureEvaluator(folds=4, max_depth=2, sample=500))",19,1.27 k,2,12,0.7885230106786993
30,"SamplingSelector(iterations=100, evaluator=FeatureEvaluator(folds=4, max_depth=2, sample=500))",21,1.40 k,2,12,0.7808143069370616
31,"SamplingSelector(iterations=100, evaluator=FeatureEvaluator(folds=4, max_depth=2, sample=500))",23,1.53 k,2,12,0.7821961727650351
32,"SamplingSelector(iterations=100, evaluator=FeatureEvaluator(folds=4, max_depth=2, sample=500))",25,1.67 k,2,12,0.7826257285089622
33,"SamplingSelector(iterations=100, evaluator=FeatureEvaluator(folds=4, max_depth=2, sample=500))",27,1.80 k,2,12,0.7891982902461945
34,"SamplingSelector(iterations=100, evaluator=FeatureEvaluator(folds=4, max_depth=2, sample=500))",29,1.93 k,2,12,0.7960776141913866
35,"SamplingSelector(iterations=100, evaluator=FeatureEvaluator(folds=4, max_depth=2, sample=500))",9,explain 0.8,2,12,0.7844690226426753
36,"SamplingSelector(iterations=100, evaluator=FeatureEvaluator(folds=4, max_depth=2, sample=500))",10,explain 0.85,2,12,0.8041549578974727
37,"SamplingSelector(iterations=100, evaluator=FeatureEvaluator(folds=4, max_depth=2, sample=500))",12,explain 0.9,2,12,0.7769440470787776
38,"SamplingSelector(iterations=100, evaluator=FeatureEvaluator(folds=4, max_depth=2, sample=500))",16,explain 0.95,2,12,0.7869872002357032
39,"SamplingSelector(iterations=100, evaluator=FeatureEvaluator(folds=4, max_depth=2, sample=500))",7,0.47 k,3,12,0.8024963869275247
40,"SamplingSelector(iterations=100, evaluator=FeatureEvaluator(folds=4, max_depth=2, sample=500))",9,0.60 k,3,12,0.8024350656087182
41,"SamplingSelector(iterations=100, evaluator=FeatureEvaluator(folds=4, max_depth=2, sample=500))",11,0.73 k,3,12,0.7930368944590501
42,"SamplingSelector(iterations=100, evaluator=FeatureEvaluator(folds=4, max_depth=2, sample=500))",13,0.87 k,3,12,0.7857891427502206
43,"SamplingSelector(iterations=100, evaluator=FeatureEvaluator(folds=4, max_depth=2, sample=500))",15,1.00 k,3,12,0.7755313178217369
44,"SamplingSelector(iterations=100, evaluator=FeatureEvaluator(folds=4, max_depth=2, sample=500))",17,1.13 k,3,12,0.7856671319994674
45,"SamplingSelector(iterations=100, evaluator=FeatureEvaluator(folds=4, max_depth=2, sample=500))",19,1.27 k,3,12,0.7876018092335458
46,"SamplingSelector(iterations=100, evaluator=FeatureEvaluator(folds=4, max_depth=2, sample=500))",21,1.40 k,3,12,0.788492137818485
47,"SamplingSelector(iterations=100, evaluator=FeatureEvaluator(folds=4, max_depth=2, sample=500))",23,1.53 k,3,12,0.7821963708191253
48,"SamplingSelector(iterations=100, evaluator=FeatureEvaluator(folds=4, max_depth=2, sample=500))",25,1.67 k,3,12,0.7816433189187679
49,"SamplingSelector(iterations=100, evaluator=FeatureEvaluator(folds=4, max_depth=2, sample=500))",27,1.80 k,3,12,0.7870181532606683
50,"SamplingSelector(iterations=100, evaluator=FeatureEvaluator(folds=4, max_depth=2, sample=500))",29,1.93 k,3,12,0.7882460084555893
51,"SamplingSelector(iterations=100, evaluator=FeatureEvaluator(folds=4, max_depth=2, sample=500))",10,explain 0.8,3,12,0.7832708001121175
52,"SamplingSelector(iterations=100, evaluator=FeatureEvaluator(folds=4, max_depth=2, sample=500))",12,explain 0.85,3,12,0.7851748732736757
53,"SamplingSelector(iterations=100, evaluator=FeatureEvaluator(folds=4, max_depth=2, sample=500))",14,explain 0.9,3,12,0.7787252182461764
54,"SamplingSelector(iterations=100, evaluator=FeatureEvaluator(folds=4, max_depth=2, sample=500))",20,explain 0.95,3,12,0.7813672126546378
55,"SamplingSelector(iterations=100, evaluator=FeatureEvaluator(folds=4, max_depth=2, sample=500))",7,0.47 k,4,12,0.7744561764771346
56,"SamplingSelector(iterations=100, evaluator=FeatureEvaluator(folds=4, max_depth=2, sample=500))",9,0.60 k,4,12,0.7757153572273333
57,"SamplingSelector(iterations=100, evaluator=FeatureEvaluator(folds=4, max_depth=2, sample=500))",11,0.73 k,4,12,0.7852978365702916
58,"SamplingSelector(iterations=100, evaluator=FeatureEvaluator(folds=4, max_depth=2, sample=500))",13,0.87 k,4,12,0.7864034546669277
59,"SamplingSelector(iterations=100, evaluator=FeatureEvaluator(folds=4, max_depth=2, sample=500))",15,1.00 k,4,12,0.7868949117452111
60,"SamplingSelector(iterations=100, evaluator=FeatureEvaluator(folds=4, max_depth=2, sample=500))",17,1.13 k,4,12,0.7926072774126667
61,"SamplingSelector(iterations=100, evaluator=FeatureEvaluator(folds=4, max_depth=2, sample=500))",19,1.27 k,4,12,0.7926072255413572
62,"SamplingSelector(iterations=100, evaluator=FeatureEvaluator(folds=4, max_depth=2, sample=500))",21,1.40 k,4,12,0.7931909239543969
63,"SamplingSelector(iterations=100, evaluator=FeatureEvaluator(folds=4, max_depth=2, sample=500))",23,1.53 k,4,12,0.7915327585237765
64,"SamplingSelector(iterations=100, evaluator=FeatureEvaluator(folds=4, max_depth=2, sample=500))",25,1.67 k,4,12,0.7805384458827573
65,"SamplingSelector(iterations=100, evaluator=FeatureEvaluator(folds=4, max_depth=2, sample=500))",27,1.80 k,4,12,0.764507759193388
66,"SamplingSelector(iterations=100, evaluator=FeatureEvaluator(folds=4, max_depth=2, sample=500))",29,1.93 k,4,12,0.7731066076125958
67,"SamplingSelector(iterations=100, evaluator=FeatureEvaluator(folds=4, max_depth=2, sample=500))",10,explain 0.8,4,12,0.7654883391410338
68,"SamplingSelector(iterations=100, evaluator=FeatureEvaluator(folds=4, max_depth=2, sample=500))",12,explain 0.85,4,12,0.783148199914667
69,"SamplingSelector(iterations=100, evaluator=FeatureEvaluator(folds=4, max_depth=2, sample=500))",14,explain 0.9,4,12,0.7889833685492369
70,"SamplingSelector(iterations=100, evaluator=FeatureEvaluator(folds=4, max_depth=2, sample=500))",19,explain 0.95,4,12,0.7926072255413572
