,run,k,k_method,i,max depth,accuracy
0,"SamplingSelector(iterations=100, evaluator=FeatureEvaluator(folds=4, max_depth=8, sample=1000))",5,0.45 k,0,12,0.9145317507724788
1,"SamplingSelector(iterations=100, evaluator=FeatureEvaluator(folds=4, max_depth=8, sample=1000))",7,0.64 k,0,12,0.919481185842816
2,"SamplingSelector(iterations=100, evaluator=FeatureEvaluator(folds=4, max_depth=8, sample=1000))",9,0.82 k,0,12,0.9014970443597381
3,"SamplingSelector(iterations=100, evaluator=FeatureEvaluator(folds=4, max_depth=8, sample=1000))",7,explain 0.8,0,12,0.919481185842816
4,"SamplingSelector(iterations=100, evaluator=FeatureEvaluator(folds=4, max_depth=8, sample=1000))",7,explain 0.85,0,12,0.919481185842816
5,"SamplingSelector(iterations=100, evaluator=FeatureEvaluator(folds=4, max_depth=8, sample=1000))",8,explain 0.9,0,12,0.921765993358244
6,"SamplingSelector(iterations=100, evaluator=FeatureEvaluator(folds=4, max_depth=8, sample=1000))",9,explain 0.95,0,12,0.9014970443597381
7,"SamplingSelector(iterations=100, evaluator=FeatureEvaluator(folds=4, max_depth=8, sample=1000))",5,0.45 k,1,12,0.8954007221426433
8,"SamplingSelector(iterations=100, evaluator=FeatureEvaluator(folds=4, max_depth=8, sample=1000))",7,0.64 k,1,12,0.9010141516590124
9,"SamplingSelector(iterations=100, evaluator=FeatureEvaluator(folds=4, max_depth=8, sample=1000))",9,0.82 k,1,12,0.8948224555295358
10,"SamplingSelector(iterations=100, evaluator=FeatureEvaluator(folds=4, max_depth=8, sample=1000))",11,1.00 k,1,12,0.897678646070853
11,"SamplingSelector(iterations=100, evaluator=FeatureEvaluator(folds=4, max_depth=8, sample=1000))",13,1.18 k,1,12,0.8739842972695255
12,"SamplingSelector(iterations=100, evaluator=FeatureEvaluator(folds=4, max_depth=8, sample=1000))",15,1.36 k,1,12,0.8758878355692161
13,"SamplingSelector(iterations=100, evaluator=FeatureEvaluator(folds=4, max_depth=8, sample=1000))",17,1.55 k,1,12,0.8753167695506331
14,"SamplingSelector(iterations=100, evaluator=FeatureEvaluator(folds=4, max_depth=8, sample=1000))",19,1.73 k,1,12,0.8732225739996947
15,"SamplingSelector(iterations=100, evaluator=FeatureEvaluator(folds=4, max_depth=8, sample=1000))",21,1.91 k,1,12,0.8727472894743158
16,"SamplingSelector(iterations=100, evaluator=FeatureEvaluator(folds=4, max_depth=8, sample=1000))",19,explain 0.8,1,12,0.8732225739996947
17,"SamplingSelector(iterations=100, evaluator=FeatureEvaluator(folds=4, max_depth=8, sample=1000))",22,explain 0.85,1,12,0.8733187177869629
18,"SamplingSelector(iterations=100, evaluator=FeatureEvaluator(folds=4, max_depth=8, sample=1000))",26,explain 0.9,1,12,0.8860682987712345
19,"SamplingSelector(iterations=100, evaluator=FeatureEvaluator(folds=4, max_depth=8, sample=1000))",31,explain 0.95,1,12,0.8765538226326008
20,"SamplingSelector(iterations=100, evaluator=FeatureEvaluator(folds=4, max_depth=8, sample=1000))",5,0.45 k,2,12,0.9182415967023994
21,"SamplingSelector(iterations=100, evaluator=FeatureEvaluator(folds=4, max_depth=8, sample=1000))",7,0.64 k,2,12,0.910725353474468
22,"SamplingSelector(iterations=100, evaluator=FeatureEvaluator(folds=4, max_depth=8, sample=1000))",9,0.82 k,2,12,0.9090098457940602
23,"SamplingSelector(iterations=100, evaluator=FeatureEvaluator(folds=4, max_depth=8, sample=1000))",11,1.00 k,2,12,0.9027282101631637
24,"SamplingSelector(iterations=100, evaluator=FeatureEvaluator(folds=4, max_depth=8, sample=1000))",13,1.18 k,2,12,0.907011295876052
25,"SamplingSelector(iterations=100, evaluator=FeatureEvaluator(folds=4, max_depth=8, sample=1000))",15,1.36 k,2,12,0.9081530203323958
26,"SamplingSelector(iterations=100, evaluator=FeatureEvaluator(folds=4, max_depth=8, sample=1000))",17,1.55 k,2,12,0.909104993272652
27,"SamplingSelector(iterations=100, evaluator=FeatureEvaluator(folds=4, max_depth=8, sample=1000))",19,1.73 k,2,12,0.9067260345873086
28,"SamplingSelector(iterations=100, evaluator=FeatureEvaluator(folds=4, max_depth=8, sample=1000))",21,1.91 k,2,12,0.8962569135896956
29,"SamplingSelector(iterations=100, evaluator=FeatureEvaluator(folds=4, max_depth=8, sample=1000))",33,explain 0.8,2,12,0.8882585928226829
30,"SamplingSelector(iterations=100, evaluator=FeatureEvaluator(folds=4, max_depth=8, sample=1000))",41,explain 0.85,2,12,0.8925435352926498
31,"SamplingSelector(iterations=100, evaluator=FeatureEvaluator(folds=4, max_depth=8, sample=1000))",51,explain 0.9,2,12,0.8943515185329265
32,"SamplingSelector(iterations=100, evaluator=FeatureEvaluator(folds=4, max_depth=8, sample=1000))",67,explain 0.95,2,12,0.8889276593856128
