,run,k,k_method,i,max depth,accuracy
0,"SamplingSelector(iterations=400, evaluator=FeatureEvaluator(folds=8, max_depth=8, sample=500))",5,0.45 k,0,12,0.9225270373267046
1,"SamplingSelector(iterations=400, evaluator=FeatureEvaluator(folds=8, max_depth=8, sample=500))",7,0.64 k,0,12,0.9199568779490171
2,"SamplingSelector(iterations=400, evaluator=FeatureEvaluator(folds=8, max_depth=8, sample=500))",9,0.82 k,0,12,0.9034011261005249
3,"SamplingSelector(iterations=400, evaluator=FeatureEvaluator(folds=8, max_depth=8, sample=500))",7,explain 0.8,0,12,0.9199568779490171
4,"SamplingSelector(iterations=400, evaluator=FeatureEvaluator(folds=8, max_depth=8, sample=500))",8,explain 0.85,0,12,0.9186247226752157
5,"SamplingSelector(iterations=400, evaluator=FeatureEvaluator(folds=8, max_depth=8, sample=500))",8,explain 0.9,0,12,0.9186247226752157
6,"SamplingSelector(iterations=400, evaluator=FeatureEvaluator(folds=8, max_depth=8, sample=500))",9,explain 0.95,0,12,0.9034011261005249
7,"SamplingSelector(iterations=400, evaluator=FeatureEvaluator(folds=8, max_depth=8, sample=500))",5,0.45 k,1,12,0.8955031155025177
8,"SamplingSelector(iterations=400, evaluator=FeatureEvaluator(folds=8, max_depth=8, sample=500))",7,0.64 k,1,12,0.8936911017407777
9,"SamplingSelector(iterations=400, evaluator=FeatureEvaluator(folds=8, max_depth=8, sample=500))",9,0.82 k,1,12,0.9044409553513324
10,"SamplingSelector(iterations=400, evaluator=FeatureEvaluator(folds=8, max_depth=8, sample=500))",11,1.00 k,1,12,0.88379390721015
11,"SamplingSelector(iterations=400, evaluator=FeatureEvaluator(folds=8, max_depth=8, sample=500))",13,1.18 k,1,12,0.8789378081480841
12,"SamplingSelector(iterations=400, evaluator=FeatureEvaluator(folds=8, max_depth=8, sample=500))",15,1.36 k,1,12,0.9115757482164943
13,"SamplingSelector(iterations=400, evaluator=FeatureEvaluator(folds=8, max_depth=8, sample=500))",17,1.55 k,1,12,0.8922538811883788
14,"SamplingSelector(iterations=400, evaluator=FeatureEvaluator(folds=8, max_depth=8, sample=500))",19,1.73 k,1,12,0.907197333877982
