,run,k,k_method,i,max depth,accuracy
0,"SamplingSelector(iterations=100, evaluator=FeatureEvaluator(folds=4, max_depth=4, sample=500))",5,0.45 k,0,12,0.9225270373267046
1,"SamplingSelector(iterations=100, evaluator=FeatureEvaluator(folds=4, max_depth=4, sample=500))",7,0.64 k,0,12,0.9162444506738895
2,"SamplingSelector(iterations=100, evaluator=FeatureEvaluator(folds=4, max_depth=4, sample=500))",9,0.82 k,0,12,0.9046387226235886
3,"SamplingSelector(iterations=100, evaluator=FeatureEvaluator(folds=4, max_depth=4, sample=500))",6,explain 0.8,0,12,0.9220501677647951
4,"SamplingSelector(iterations=100, evaluator=FeatureEvaluator(folds=4, max_depth=4, sample=500))",7,explain 0.85,0,12,0.9162444506738895
5,"SamplingSelector(iterations=100, evaluator=FeatureEvaluator(folds=4, max_depth=4, sample=500))",8,explain 0.9,0,12,0.9174826812115656
6,"SamplingSelector(iterations=100, evaluator=FeatureEvaluator(folds=4, max_depth=4, sample=500))",9,explain 0.95,0,12,0.9046387226235886
7,"SamplingSelector(iterations=100, evaluator=FeatureEvaluator(folds=4, max_depth=4, sample=500))",5,0.45 k,1,12,0.9013052096527818
8,"SamplingSelector(iterations=100, evaluator=FeatureEvaluator(folds=4, max_depth=4, sample=500))",7,0.64 k,1,12,0.9063439954966848
9,"SamplingSelector(iterations=100, evaluator=FeatureEvaluator(folds=4, max_depth=4, sample=500))",9,0.82 k,1,12,0.9105315261501591
10,"SamplingSelector(iterations=100, evaluator=FeatureEvaluator(folds=4, max_depth=4, sample=500))",11,1.00 k,1,12,0.9072008209583494
11,"SamplingSelector(iterations=100, evaluator=FeatureEvaluator(folds=4, max_depth=4, sample=500))",13,1.18 k,1,12,0.8875067873528577
12,"SamplingSelector(iterations=100, evaluator=FeatureEvaluator(folds=4, max_depth=4, sample=500))",15,1.36 k,1,12,0.8779848388991514
13,"SamplingSelector(iterations=100, evaluator=FeatureEvaluator(folds=4, max_depth=4, sample=500))",17,1.55 k,1,12,0.8787498228155591
14,"SamplingSelector(iterations=100, evaluator=FeatureEvaluator(folds=4, max_depth=4, sample=500))",19,1.73 k,1,12,0.8869331399890678
15,"SamplingSelector(iterations=100, evaluator=FeatureEvaluator(folds=4, max_depth=4, sample=500))",21,1.91 k,1,12,0.9097674932556694
16,"SamplingSelector(iterations=100, evaluator=FeatureEvaluator(folds=4, max_depth=4, sample=500))",14,explain 0.8,1,12,0.8756077822576446
17,"SamplingSelector(iterations=100, evaluator=FeatureEvaluator(folds=4, max_depth=4, sample=500))",16,explain 0.85,1,12,0.8797942260289264
18,"SamplingSelector(iterations=100, evaluator=FeatureEvaluator(folds=4, max_depth=4, sample=500))",19,explain 0.9,1,12,0.8869331399890678
19,"SamplingSelector(iterations=100, evaluator=FeatureEvaluator(folds=4, max_depth=4, sample=500))",25,explain 0.95,1,12,0.9057712085812973
20,"SamplingSelector(iterations=100, evaluator=FeatureEvaluator(folds=4, max_depth=4, sample=500))",5,0.45 k,2,12,0.9151043112540764
21,"SamplingSelector(iterations=100, evaluator=FeatureEvaluator(folds=4, max_depth=4, sample=500))",7,0.64 k,2,12,0.9058725603457372
22,"SamplingSelector(iterations=100, evaluator=FeatureEvaluator(folds=4, max_depth=4, sample=500))",9,0.82 k,2,12,0.9049175531926938
23,"SamplingSelector(iterations=100, evaluator=FeatureEvaluator(folds=4, max_depth=4, sample=500))",11,1.00 k,2,12,0.8985412682375437
24,"SamplingSelector(iterations=100, evaluator=FeatureEvaluator(folds=4, max_depth=4, sample=500))",13,1.18 k,2,12,0.9049160134429212
25,"SamplingSelector(iterations=100, evaluator=FeatureEvaluator(folds=4, max_depth=4, sample=500))",15,1.36 k,2,12,0.904439823182382
26,"SamplingSelector(iterations=100, evaluator=FeatureEvaluator(folds=4, max_depth=4, sample=500))",17,1.55 k,2,12,0.902442088426018
27,"SamplingSelector(iterations=100, evaluator=FeatureEvaluator(folds=4, max_depth=4, sample=500))",19,1.73 k,2,12,0.8994932411777998
28,"SamplingSelector(iterations=100, evaluator=FeatureEvaluator(folds=4, max_depth=4, sample=500))",21,1.91 k,2,12,0.889595367345802
29,"SamplingSelector(iterations=100, evaluator=FeatureEvaluator(folds=4, max_depth=4, sample=500))",15,explain 0.8,2,12,0.904439823182382
30,"SamplingSelector(iterations=100, evaluator=FeatureEvaluator(folds=4, max_depth=4, sample=500))",22,explain 0.85,2,12,0.89720893181671
31,"SamplingSelector(iterations=100, evaluator=FeatureEvaluator(folds=4, max_depth=4, sample=500))",32,explain 0.9,2,12,0.8877865236571232
32,"SamplingSelector(iterations=100, evaluator=FeatureEvaluator(folds=4, max_depth=4, sample=500))",47,explain 0.95,2,12,0.8985390038996428
33,"SamplingSelector(iterations=100, evaluator=FeatureEvaluator(folds=4, max_depth=4, sample=500))",5,0.45 k,3,12,0.9130097534090739
34,"SamplingSelector(iterations=100, evaluator=FeatureEvaluator(folds=4, max_depth=4, sample=500))",7,0.64 k,3,12,0.9151989152915719
35,"SamplingSelector(iterations=100, evaluator=FeatureEvaluator(folds=4, max_depth=4, sample=500))",9,0.82 k,3,12,0.9112006832866049
36,"SamplingSelector(iterations=100, evaluator=FeatureEvaluator(folds=4, max_depth=4, sample=500))",11,1.00 k,3,12,0.9080603183387368
37,"SamplingSelector(iterations=100, evaluator=FeatureEvaluator(folds=4, max_depth=4, sample=500))",13,1.18 k,3,12,0.9065350603287546
38,"SamplingSelector(iterations=100, evaluator=FeatureEvaluator(folds=4, max_depth=4, sample=500))",15,1.36 k,3,12,0.90558738963051
39,"SamplingSelector(iterations=100, evaluator=FeatureEvaluator(folds=4, max_depth=4, sample=500))",17,1.55 k,3,12,0.90044399137559
40,"SamplingSelector(iterations=100, evaluator=FeatureEvaluator(folds=4, max_depth=4, sample=500))",19,1.73 k,3,12,0.9002539228521961
41,"SamplingSelector(iterations=100, evaluator=FeatureEvaluator(folds=4, max_depth=4, sample=500))",21,1.91 k,3,12,0.8962573211705178
42,"SamplingSelector(iterations=100, evaluator=FeatureEvaluator(folds=4, max_depth=4, sample=500))",16,explain 0.8,3,12,0.9012069826746449
43,"SamplingSelector(iterations=100, evaluator=FeatureEvaluator(folds=4, max_depth=4, sample=500))",22,explain 0.85,3,12,0.8990178660789049
44,"SamplingSelector(iterations=100, evaluator=FeatureEvaluator(folds=4, max_depth=4, sample=500))",35,explain 0.9,3,12,0.9004431762139455
45,"SamplingSelector(iterations=100, evaluator=FeatureEvaluator(folds=4, max_depth=4, sample=500))",56,explain 0.95,3,12,0.8970164178083836
46,"SamplingSelector(iterations=100, evaluator=FeatureEvaluator(folds=4, max_depth=4, sample=500))",5,0.45 k,4,12,0.9028239916563676
47,"SamplingSelector(iterations=100, evaluator=FeatureEvaluator(folds=4, max_depth=4, sample=500))",7,0.64 k,4,12,0.9054916987108218
48,"SamplingSelector(iterations=100, evaluator=FeatureEvaluator(folds=4, max_depth=4, sample=500))",9,0.82 k,4,12,0.9139599148790095
49,"SamplingSelector(iterations=100, evaluator=FeatureEvaluator(folds=4, max_depth=4, sample=500))",11,1.00 k,4,12,0.9064392335487927
50,"SamplingSelector(iterations=100, evaluator=FeatureEvaluator(folds=4, max_depth=4, sample=500))",13,1.18 k,4,12,0.9065355584830929
51,"SamplingSelector(iterations=100, evaluator=FeatureEvaluator(folds=4, max_depth=4, sample=500))",15,1.36 k,4,12,0.9062483951505129
52,"SamplingSelector(iterations=100, evaluator=FeatureEvaluator(folds=4, max_depth=4, sample=500))",17,1.55 k,4,12,0.9003480740221118
53,"SamplingSelector(iterations=100, evaluator=FeatureEvaluator(folds=4, max_depth=4, sample=500))",19,1.73 k,4,12,0.8981615840583366
54,"SamplingSelector(iterations=100, evaluator=FeatureEvaluator(folds=4, max_depth=4, sample=500))",21,1.91 k,4,12,0.8969234893809347
55,"SamplingSelector(iterations=100, evaluator=FeatureEvaluator(folds=4, max_depth=4, sample=500))",16,explain 0.8,4,12,0.9038696176122013
56,"SamplingSelector(iterations=100, evaluator=FeatureEvaluator(folds=4, max_depth=4, sample=500))",23,explain 0.85,4,12,0.8938785889189644
57,"SamplingSelector(iterations=100, evaluator=FeatureEvaluator(folds=4, max_depth=4, sample=500))",36,explain 0.9,4,12,0.8879775884891931
58,"SamplingSelector(iterations=100, evaluator=FeatureEvaluator(folds=4, max_depth=4, sample=500))",61,explain 0.95,4,12,0.8964453065030424
