,run,k,k_method,i,max depth,accuracy
0,"SamplingSelector(iterations=100, evaluator=FeatureEvaluator(folds=8, max_depth=4, sample=1000))",5,0.45 k,0,12,0.9143414558152954
1,"SamplingSelector(iterations=100, evaluator=FeatureEvaluator(folds=8, max_depth=4, sample=1000))",7,0.64 k,0,12,0.9202424109583086
2,"SamplingSelector(iterations=100, evaluator=FeatureEvaluator(folds=8, max_depth=4, sample=1000))",9,0.82 k,0,12,0.920432253047912
3,"SamplingSelector(iterations=100, evaluator=FeatureEvaluator(folds=8, max_depth=4, sample=1000))",6,explain 0.8,0,12,0.9166259010366591
4,"SamplingSelector(iterations=100, evaluator=FeatureEvaluator(folds=8, max_depth=4, sample=1000))",7,explain 0.85,0,12,0.9202424109583086
5,"SamplingSelector(iterations=100, evaluator=FeatureEvaluator(folds=8, max_depth=4, sample=1000))",8,explain 0.9,0,12,0.9194814575633641
6,"SamplingSelector(iterations=100, evaluator=FeatureEvaluator(folds=8, max_depth=4, sample=1000))",9,explain 0.95,0,12,0.920432253047912
7,"SamplingSelector(iterations=100, evaluator=FeatureEvaluator(folds=8, max_depth=4, sample=1000))",5,0.45 k,1,12,0.9090098910808184
8,"SamplingSelector(iterations=100, evaluator=FeatureEvaluator(folds=8, max_depth=4, sample=1000))",7,0.64 k,1,12,0.8981584139852755
9,"SamplingSelector(iterations=100, evaluator=FeatureEvaluator(folds=8, max_depth=4, sample=1000))",9,0.82 k,1,12,0.8921580091216589
10,"SamplingSelector(iterations=100, evaluator=FeatureEvaluator(folds=8, max_depth=4, sample=1000))",11,1.00 k,1,12,0.8967268542776287
11,"SamplingSelector(iterations=100, evaluator=FeatureEvaluator(folds=8, max_depth=4, sample=1000))",13,1.18 k,1,12,0.8952041776128535
12,"SamplingSelector(iterations=100, evaluator=FeatureEvaluator(folds=8, max_depth=4, sample=1000))",15,1.36 k,1,12,0.8689400317279027
13,"SamplingSelector(iterations=100, evaluator=FeatureEvaluator(folds=8, max_depth=4, sample=1000))",17,1.55 k,1,12,0.8750306478134874
14,"SamplingSelector(iterations=100, evaluator=FeatureEvaluator(folds=8, max_depth=4, sample=1000))",19,1.73 k,1,12,0.8892089354396505
15,"SamplingSelector(iterations=100, evaluator=FeatureEvaluator(folds=8, max_depth=4, sample=1000))",21,1.91 k,1,12,0.8720817552785114
16,"SamplingSelector(iterations=100, evaluator=FeatureEvaluator(folds=8, max_depth=4, sample=1000))",14,explain 0.8,1,12,0.8981537947359579
17,"SamplingSelector(iterations=100, evaluator=FeatureEvaluator(folds=8, max_depth=4, sample=1000))",17,explain 0.85,1,12,0.8750306478134874
18,"SamplingSelector(iterations=100, evaluator=FeatureEvaluator(folds=8, max_depth=4, sample=1000))",20,explain 0.9,1,12,0.8723664278394004
19,"SamplingSelector(iterations=100, evaluator=FeatureEvaluator(folds=8, max_depth=4, sample=1000))",25,explain 0.95,1,12,0.8774106028075073
20,"SamplingSelector(iterations=100, evaluator=FeatureEvaluator(folds=8, max_depth=4, sample=1000))",5,0.45 k,2,12,0.9182415967023994
21,"SamplingSelector(iterations=100, evaluator=FeatureEvaluator(folds=8, max_depth=4, sample=1000))",7,0.64 k,2,12,0.8962558719942614
22,"SamplingSelector(iterations=100, evaluator=FeatureEvaluator(folds=8, max_depth=4, sample=1000))",9,0.82 k,2,12,0.9004429044933975
23,"SamplingSelector(iterations=100, evaluator=FeatureEvaluator(folds=8, max_depth=4, sample=1000))",11,1.00 k,2,12,0.9009182795922925
24,"SamplingSelector(iterations=100, evaluator=FeatureEvaluator(folds=8, max_depth=4, sample=1000))",13,1.18 k,2,12,0.9094857643340515
