,run,k,k_method,i,max depth,accuracy
0,"SamplingSelector(iterations=100, evaluator=FeatureEvaluator(folds=4, max_depth=8, sample=1000))",4,0.44 k,0,8,0.6947460925240099
1,"SamplingSelector(iterations=100, evaluator=FeatureEvaluator(folds=4, max_depth=8, sample=1000))",6,0.67 k,0,8,0.6543782562299918
2,"SamplingSelector(iterations=100, evaluator=FeatureEvaluator(folds=4, max_depth=8, sample=1000))",8,0.89 k,0,8,0.646513087690666
3,"SamplingSelector(iterations=100, evaluator=FeatureEvaluator(folds=4, max_depth=8, sample=1000))",5,explain 0.8,0,8,0.6487602787019019
4,"SamplingSelector(iterations=100, evaluator=FeatureEvaluator(folds=4, max_depth=8, sample=1000))",6,explain 0.85,0,8,0.6543782562299918
5,"SamplingSelector(iterations=100, evaluator=FeatureEvaluator(folds=4, max_depth=8, sample=1000))",7,explain 0.9,0,8,0.6543531479505367
6,"SamplingSelector(iterations=100, evaluator=FeatureEvaluator(folds=4, max_depth=8, sample=1000))",7,explain 0.95,0,8,0.6543531479505367
7,"SamplingSelector(iterations=100, evaluator=FeatureEvaluator(folds=4, max_depth=8, sample=1000))",4,0.44 k,1,8,0.7688343481262946
8,"SamplingSelector(iterations=100, evaluator=FeatureEvaluator(folds=4, max_depth=8, sample=1000))",6,0.67 k,1,8,0.6622371476994539
9,"SamplingSelector(iterations=100, evaluator=FeatureEvaluator(folds=4, max_depth=8, sample=1000))",8,0.89 k,1,8,0.6566568325905469
10,"SamplingSelector(iterations=100, evaluator=FeatureEvaluator(folds=4, max_depth=8, sample=1000))",9,1.00 k,1,8,0.6398091770761408
11,"SamplingSelector(iterations=100, evaluator=FeatureEvaluator(folds=4, max_depth=8, sample=1000))",10,1.11 k,1,8,0.6375117695059945
12,"SamplingSelector(iterations=100, evaluator=FeatureEvaluator(folds=4, max_depth=8, sample=1000))",12,1.33 k,1,8,0.6465507501098486
13,"SamplingSelector(iterations=100, evaluator=FeatureEvaluator(folds=4, max_depth=8, sample=1000))",14,1.56 k,1,8,0.6487853869813571
14,"SamplingSelector(iterations=100, evaluator=FeatureEvaluator(folds=4, max_depth=8, sample=1000))",16,1.78 k,1,8,0.6555395141547925
15,"SamplingSelector(iterations=100, evaluator=FeatureEvaluator(folds=4, max_depth=8, sample=1000))",18,2.00 k,1,8,0.6398091770761408
16,"SamplingSelector(iterations=100, evaluator=FeatureEvaluator(folds=4, max_depth=8, sample=1000))",10,explain 0.8,1,8,0.6375117695059945
17,"SamplingSelector(iterations=100, evaluator=FeatureEvaluator(folds=4, max_depth=8, sample=1000))",11,explain 0.85,1,8,0.6476868997551943
18,"SamplingSelector(iterations=100, evaluator=FeatureEvaluator(folds=4, max_depth=8, sample=1000))",13,explain 0.9,1,8,0.6488104952608122
19,"SamplingSelector(iterations=100, evaluator=FeatureEvaluator(folds=4, max_depth=8, sample=1000))",16,explain 0.95,1,8,0.6555395141547925
20,"SamplingSelector(iterations=100, evaluator=FeatureEvaluator(folds=4, max_depth=8, sample=1000))",4,0.44 k,2,8,0.8081225284037412
21,"SamplingSelector(iterations=100, evaluator=FeatureEvaluator(folds=4, max_depth=8, sample=1000))",6,0.67 k,2,8,0.6711945263950787
22,"SamplingSelector(iterations=100, evaluator=FeatureEvaluator(folds=4, max_depth=8, sample=1000))",8,0.89 k,2,8,0.7059946017199171
23,"SamplingSelector(iterations=100, evaluator=FeatureEvaluator(folds=4, max_depth=8, sample=1000))",9,1.00 k,2,8,0.693678990647166
24,"SamplingSelector(iterations=100, evaluator=FeatureEvaluator(folds=4, max_depth=8, sample=1000))",10,1.11 k,2,8,0.6802335069989329
25,"SamplingSelector(iterations=100, evaluator=FeatureEvaluator(folds=4, max_depth=8, sample=1000))",12,1.33 k,2,8,0.6690101060824808
26,"SamplingSelector(iterations=100, evaluator=FeatureEvaluator(folds=4, max_depth=8, sample=1000))",14,1.56 k,2,8,0.6488356035402674
27,"SamplingSelector(iterations=100, evaluator=FeatureEvaluator(folds=4, max_depth=8, sample=1000))",16,1.78 k,2,8,0.6544535810683573
28,"SamplingSelector(iterations=100, evaluator=FeatureEvaluator(folds=4, max_depth=8, sample=1000))",18,2.00 k,2,8,0.6555834536438391
29,"SamplingSelector(iterations=100, evaluator=FeatureEvaluator(folds=4, max_depth=8, sample=1000))",23,explain 0.8,2,8,0.6679492812755006
30,"SamplingSelector(iterations=100, evaluator=FeatureEvaluator(folds=4, max_depth=8, sample=1000))",26,explain 0.85,2,8,0.6859017010859332
31,"SamplingSelector(iterations=100, evaluator=FeatureEvaluator(folds=4, max_depth=8, sample=1000))",29,explain 0.9,2,8,0.6769003829012618
32,"SamplingSelector(iterations=100, evaluator=FeatureEvaluator(folds=4, max_depth=8, sample=1000))",33,explain 0.95,2,8,0.6656769819848095
33,"SamplingSelector(iterations=100, evaluator=FeatureEvaluator(folds=4, max_depth=8, sample=1000))",4,0.44 k,3,8,0.8316427091833531
34,"SamplingSelector(iterations=100, evaluator=FeatureEvaluator(folds=4, max_depth=8, sample=1000))",6,0.67 k,3,8,0.7744146632352018
35,"SamplingSelector(iterations=100, evaluator=FeatureEvaluator(folds=4, max_depth=8, sample=1000))",8,0.89 k,3,8,0.7890214048082356
