,run,k,k_method,i,max depth,accuracy
0,"SamplingSelector(iterations=400, evaluator=FeatureEvaluator(folds=8, max_depth=4, sample=1000))",4,0.44 k,0,8,0.6947523695938737
1,"SamplingSelector(iterations=400, evaluator=FeatureEvaluator(folds=8, max_depth=4, sample=1000))",6,0.67 k,0,8,0.6992153662670265
2,"SamplingSelector(iterations=400, evaluator=FeatureEvaluator(folds=8, max_depth=4, sample=1000))",8,0.89 k,0,8,0.6555018517356099
3,"SamplingSelector(iterations=400, evaluator=FeatureEvaluator(folds=8, max_depth=4, sample=1000))",5,explain 0.8,0,8,0.6969744523256544
4,"SamplingSelector(iterations=400, evaluator=FeatureEvaluator(folds=8, max_depth=4, sample=1000))",6,explain 0.85,0,8,0.6992153662670265
5,"SamplingSelector(iterations=400, evaluator=FeatureEvaluator(folds=8, max_depth=4, sample=1000))",6,explain 0.9,0,8,0.6992153662670265
6,"SamplingSelector(iterations=400, evaluator=FeatureEvaluator(folds=8, max_depth=4, sample=1000))",7,explain 0.95,0,8,0.6633293578557529
7,"SamplingSelector(iterations=400, evaluator=FeatureEvaluator(folds=8, max_depth=4, sample=1000))",4,0.44 k,1,8,0.8260749482141737
8,"SamplingSelector(iterations=400, evaluator=FeatureEvaluator(folds=8, max_depth=4, sample=1000))",6,0.67 k,1,8,0.7935220639005712
9,"SamplingSelector(iterations=400, evaluator=FeatureEvaluator(folds=8, max_depth=4, sample=1000))",8,0.89 k,1,8,0.6420500910175131
10,"SamplingSelector(iterations=400, evaluator=FeatureEvaluator(folds=8, max_depth=4, sample=1000))",9,1.00 k,1,8,0.6555081288054736
11,"SamplingSelector(iterations=400, evaluator=FeatureEvaluator(folds=8, max_depth=4, sample=1000))",10,1.11 k,1,8,0.6520871257297094
12,"SamplingSelector(iterations=400, evaluator=FeatureEvaluator(folds=8, max_depth=4, sample=1000))",12,1.33 k,1,8,0.6296528780365327
13,"SamplingSelector(iterations=400, evaluator=FeatureEvaluator(folds=8, max_depth=4, sample=1000))",14,1.56 k,1,8,0.66117004582261
14,"SamplingSelector(iterations=400, evaluator=FeatureEvaluator(folds=8, max_depth=4, sample=1000))",16,1.78 k,1,8,0.6431799635929948
15,"SamplingSelector(iterations=400, evaluator=FeatureEvaluator(folds=8, max_depth=4, sample=1000))",18,2.00 k,1,8,0.6690101060824807
16,"SamplingSelector(iterations=400, evaluator=FeatureEvaluator(folds=8, max_depth=4, sample=1000))",9,explain 0.8,1,8,0.6555081288054736
17,"SamplingSelector(iterations=400, evaluator=FeatureEvaluator(folds=8, max_depth=4, sample=1000))",10,explain 0.85,1,8,0.6520871257297094
18,"SamplingSelector(iterations=400, evaluator=FeatureEvaluator(folds=8, max_depth=4, sample=1000))",11,explain 0.9,1,8,0.6453769380453205
19,"SamplingSelector(iterations=400, evaluator=FeatureEvaluator(folds=8, max_depth=4, sample=1000))",13,explain 0.95,1,8,0.6431925177327223
20,"SamplingSelector(iterations=400, evaluator=FeatureEvaluator(folds=8, max_depth=4, sample=1000))",4,0.44 k,2,8,0.8081225284037412
21,"SamplingSelector(iterations=400, evaluator=FeatureEvaluator(folds=8, max_depth=4, sample=1000))",6,0.67 k,2,8,0.826093779423765
22,"SamplingSelector(iterations=400, evaluator=FeatureEvaluator(folds=8, max_depth=4, sample=1000))",8,0.89 k,2,8,0.7105392003012994
23,"SamplingSelector(iterations=400, evaluator=FeatureEvaluator(folds=8, max_depth=4, sample=1000))",9,1.00 k,2,8,0.7161257924800704
24,"SamplingSelector(iterations=400, evaluator=FeatureEvaluator(folds=8, max_depth=4, sample=1000))",10,1.11 k,2,8,0.7194965789969242
25,"SamplingSelector(iterations=400, evaluator=FeatureEvaluator(folds=8, max_depth=4, sample=1000))",12,1.33 k,2,8,0.6678614022974075
26,"SamplingSelector(iterations=400, evaluator=FeatureEvaluator(folds=8, max_depth=4, sample=1000))",14,1.56 k,2,8,0.6678676793672713
27,"SamplingSelector(iterations=400, evaluator=FeatureEvaluator(folds=8, max_depth=4, sample=1000))",16,1.78 k,2,8,0.6633732973447994
28,"SamplingSelector(iterations=400, evaluator=FeatureEvaluator(folds=8, max_depth=4, sample=1000))",18,2.00 k,2,8,0.649908982486975
29,"SamplingSelector(iterations=400, evaluator=FeatureEvaluator(folds=8, max_depth=4, sample=1000))",20,explain 0.8,2,8,0.655526960015065
30,"SamplingSelector(iterations=400, evaluator=FeatureEvaluator(folds=8, max_depth=4, sample=1000))",24,explain 0.85,2,8,0.6622622559789091
31,"SamplingSelector(iterations=400, evaluator=FeatureEvaluator(folds=8, max_depth=4, sample=1000))",28,explain 0.9,2,8,0.6476429602661478
32,"SamplingSelector(iterations=400, evaluator=FeatureEvaluator(folds=8, max_depth=4, sample=1000))",32,explain 0.95,2,8,0.6690352143619359
33,"SamplingSelector(iterations=400, evaluator=FeatureEvaluator(folds=8, max_depth=4, sample=1000))",4,0.44 k,3,8,0.8305191136777351
34,"SamplingSelector(iterations=400, evaluator=FeatureEvaluator(folds=8, max_depth=4, sample=1000))",6,0.67 k,3,8,0.828278199736363
35,"SamplingSelector(iterations=400, evaluator=FeatureEvaluator(folds=8, max_depth=4, sample=1000))",8,0.89 k,3,8,0.7845270227857636
36,"SamplingSelector(iterations=400, evaluator=FeatureEvaluator(folds=8, max_depth=4, sample=1000))",9,1.00 k,3,8,0.7789153223275375
37,"SamplingSelector(iterations=400, evaluator=FeatureEvaluator(folds=8, max_depth=4, sample=1000))",10,1.11 k,3,8,0.7778231121712385
38,"SamplingSelector(iterations=400, evaluator=FeatureEvaluator(folds=8, max_depth=4, sample=1000))",12,1.33 k,3,8,0.7733224530789028
