,run,k,k_method,i,max depth,accuracy
0,"SamplingSelector(iterations=200, evaluator=FeatureEvaluator(folds=4, max_depth=2, sample=1000))",4,0.44 k,0,12,0.17007533025095398
1,"SamplingSelector(iterations=200, evaluator=FeatureEvaluator(folds=4, max_depth=2, sample=1000))",6,0.67 k,0,12,0.20992964227909655
2,"SamplingSelector(iterations=200, evaluator=FeatureEvaluator(folds=4, max_depth=2, sample=1000))",8,0.89 k,0,12,0.19695638478659117
3,"SamplingSelector(iterations=200, evaluator=FeatureEvaluator(folds=4, max_depth=2, sample=1000))",3,explain 0.8,0,12,0.05010503113500988
4,"SamplingSelector(iterations=200, evaluator=FeatureEvaluator(folds=4, max_depth=2, sample=1000))",4,explain 0.85,0,12,0.17007533025095398
5,"SamplingSelector(iterations=200, evaluator=FeatureEvaluator(folds=4, max_depth=2, sample=1000))",4,explain 0.9,0,12,0.17007533025095398
6,"SamplingSelector(iterations=200, evaluator=FeatureEvaluator(folds=4, max_depth=2, sample=1000))",4,explain 0.95,0,12,0.17007533025095398
7,"SamplingSelector(iterations=200, evaluator=FeatureEvaluator(folds=4, max_depth=2, sample=1000))",4,0.44 k,1,12,0.05670246026208057
8,"SamplingSelector(iterations=200, evaluator=FeatureEvaluator(folds=4, max_depth=2, sample=1000))",6,0.67 k,1,12,0.046303169305797344
9,"SamplingSelector(iterations=200, evaluator=FeatureEvaluator(folds=4, max_depth=2, sample=1000))",8,0.89 k,1,12,0.14657069916756252
10,"SamplingSelector(iterations=200, evaluator=FeatureEvaluator(folds=4, max_depth=2, sample=1000))",9,1.00 k,1,12,0.20680124209294642
11,"SamplingSelector(iterations=200, evaluator=FeatureEvaluator(folds=4, max_depth=2, sample=1000))",10,1.11 k,1,12,0.2274926397934376
12,"SamplingSelector(iterations=200, evaluator=FeatureEvaluator(folds=4, max_depth=2, sample=1000))",12,1.33 k,1,12,0.15843869270354494
13,"SamplingSelector(iterations=200, evaluator=FeatureEvaluator(folds=4, max_depth=2, sample=1000))",14,1.56 k,1,12,0.21721555963699143
