,run,k,k_method,i,max depth,accuracy
0,"SamplingSelector(iterations=100, evaluator=FeatureEvaluator(folds=4, max_depth=8, sample=1000))",4,0.44 k,0,12,0.25513453146189075
1,"SamplingSelector(iterations=100, evaluator=FeatureEvaluator(folds=4, max_depth=8, sample=1000))",6,0.67 k,0,12,0.23352177680297154
2,"SamplingSelector(iterations=100, evaluator=FeatureEvaluator(folds=4, max_depth=8, sample=1000))",8,0.89 k,0,12,0.19730178941152257
3,"SamplingSelector(iterations=100, evaluator=FeatureEvaluator(folds=4, max_depth=8, sample=1000))",3,explain 0.8,0,12,0.2444546884031344
4,"SamplingSelector(iterations=100, evaluator=FeatureEvaluator(folds=4, max_depth=8, sample=1000))",4,explain 0.85,0,12,0.25513453146189075
5,"SamplingSelector(iterations=100, evaluator=FeatureEvaluator(folds=4, max_depth=8, sample=1000))",5,explain 0.9,0,12,0.24968668778691594
6,"SamplingSelector(iterations=100, evaluator=FeatureEvaluator(folds=4, max_depth=8, sample=1000))",6,explain 0.95,0,12,0.23352177680297154
7,"SamplingSelector(iterations=100, evaluator=FeatureEvaluator(folds=4, max_depth=8, sample=1000))",4,0.44 k,1,12,0.24051032390570937
8,"SamplingSelector(iterations=100, evaluator=FeatureEvaluator(folds=4, max_depth=8, sample=1000))",6,0.67 k,1,12,0.16414102647539627
9,"SamplingSelector(iterations=100, evaluator=FeatureEvaluator(folds=4, max_depth=8, sample=1000))",8,0.89 k,1,12,0.270977552356311
10,"SamplingSelector(iterations=100, evaluator=FeatureEvaluator(folds=4, max_depth=8, sample=1000))",9,1.00 k,1,12,0.28341171968293793
11,"SamplingSelector(iterations=100, evaluator=FeatureEvaluator(folds=4, max_depth=8, sample=1000))",10,1.11 k,1,12,0.26778676425996173
12,"SamplingSelector(iterations=100, evaluator=FeatureEvaluator(folds=4, max_depth=8, sample=1000))",12,1.33 k,1,12,0.28798251041347855
13,"SamplingSelector(iterations=100, evaluator=FeatureEvaluator(folds=4, max_depth=8, sample=1000))",14,1.56 k,1,12,0.24123073234841613
14,"SamplingSelector(iterations=100, evaluator=FeatureEvaluator(folds=4, max_depth=8, sample=1000))",16,1.78 k,1,12,0.2300906929526195
15,"SamplingSelector(iterations=100, evaluator=FeatureEvaluator(folds=4, max_depth=8, sample=1000))",18,2.00 k,1,12,0.24404184814127855
16,"SamplingSelector(iterations=100, evaluator=FeatureEvaluator(folds=4, max_depth=8, sample=1000))",10,explain 0.8,1,12,0.26778676425996173
17,"SamplingSelector(iterations=100, evaluator=FeatureEvaluator(folds=4, max_depth=8, sample=1000))",12,explain 0.85,1,12,0.28798251041347855
18,"SamplingSelector(iterations=100, evaluator=FeatureEvaluator(folds=4, max_depth=8, sample=1000))",17,explain 0.9,1,12,0.28470207417035764
19,"SamplingSelector(iterations=100, evaluator=FeatureEvaluator(folds=4, max_depth=8, sample=1000))",22,explain 0.95,1,12,0.25264760344952963
20,"SamplingSelector(iterations=100, evaluator=FeatureEvaluator(folds=4, max_depth=8, sample=1000))",4,0.44 k,2,12,0.16065288123561622
21,"SamplingSelector(iterations=100, evaluator=FeatureEvaluator(folds=4, max_depth=8, sample=1000))",6,0.67 k,2,12,0.2057101373384488
22,"SamplingSelector(iterations=100, evaluator=FeatureEvaluator(folds=4, max_depth=8, sample=1000))",8,0.89 k,2,12,0.22907700620290203
23,"SamplingSelector(iterations=100, evaluator=FeatureEvaluator(folds=4, max_depth=8, sample=1000))",9,1.00 k,2,12,0.20901602726902038
24,"SamplingSelector(iterations=100, evaluator=FeatureEvaluator(folds=4, max_depth=8, sample=1000))",10,1.11 k,2,12,0.3395495358718569
25,"SamplingSelector(iterations=100, evaluator=FeatureEvaluator(folds=4, max_depth=8, sample=1000))",12,1.33 k,2,12,0.26882747521962463
26,"SamplingSelector(iterations=100, evaluator=FeatureEvaluator(folds=4, max_depth=8, sample=1000))",14,1.56 k,2,12,0.3113189352045326
27,"SamplingSelector(iterations=100, evaluator=FeatureEvaluator(folds=4, max_depth=8, sample=1000))",16,1.78 k,2,12,0.314093556587304
28,"SamplingSelector(iterations=100, evaluator=FeatureEvaluator(folds=4, max_depth=8, sample=1000))",18,2.00 k,2,12,0.2267773786135634
29,"SamplingSelector(iterations=100, evaluator=FeatureEvaluator(folds=4, max_depth=8, sample=1000))",10,explain 0.8,2,12,0.3395495358718569
30,"SamplingSelector(iterations=100, evaluator=FeatureEvaluator(folds=4, max_depth=8, sample=1000))",14,explain 0.85,2,12,0.3113189352045326
31,"SamplingSelector(iterations=100, evaluator=FeatureEvaluator(folds=4, max_depth=8, sample=1000))",20,explain 0.9,2,12,0.3391731964438748
32,"SamplingSelector(iterations=100, evaluator=FeatureEvaluator(folds=4, max_depth=8, sample=1000))",29,explain 0.95,2,12,0.21151178506820084
33,"SamplingSelector(iterations=100, evaluator=FeatureEvaluator(folds=4, max_depth=8, sample=1000))",4,0.44 k,3,12,0.17007462781377664
34,"SamplingSelector(iterations=100, evaluator=FeatureEvaluator(folds=4, max_depth=8, sample=1000))",6,0.67 k,3,12,0.17063484705640616
35,"SamplingSelector(iterations=100, evaluator=FeatureEvaluator(folds=4, max_depth=8, sample=1000))",8,0.89 k,3,12,0.10896245568117569
36,"SamplingSelector(iterations=100, evaluator=FeatureEvaluator(folds=4, max_depth=8, sample=1000))",9,1.00 k,3,12,0.1840009139195591
37,"SamplingSelector(iterations=100, evaluator=FeatureEvaluator(folds=4, max_depth=8, sample=1000))",10,1.11 k,3,12,0.18627433514285283
38,"SamplingSelector(iterations=100, evaluator=FeatureEvaluator(folds=4, max_depth=8, sample=1000))",12,1.33 k,3,12,0.16932165717026498
39,"SamplingSelector(iterations=100, evaluator=FeatureEvaluator(folds=4, max_depth=8, sample=1000))",14,1.56 k,3,12,0.21594520283328428
40,"SamplingSelector(iterations=100, evaluator=FeatureEvaluator(folds=4, max_depth=8, sample=1000))",16,1.78 k,3,12,0.2383791736439239
