,run,k,k_method,i,max depth,accuracy
0,"SamplingSelector(iterations=400, evaluator=FeatureEvaluator(folds=8, max_depth=2, sample=500))",4,0.44 k,0,12,0.10259575923049624
1,"SamplingSelector(iterations=400, evaluator=FeatureEvaluator(folds=8, max_depth=2, sample=500))",6,0.67 k,0,12,0.23729135059079134
2,"SamplingSelector(iterations=400, evaluator=FeatureEvaluator(folds=8, max_depth=2, sample=500))",1,explain 0.8,0,12,0.11767288155425146
3,"SamplingSelector(iterations=400, evaluator=FeatureEvaluator(folds=8, max_depth=2, sample=500))",1,explain 0.85,0,12,0.11767288155425146
4,"SamplingSelector(iterations=400, evaluator=FeatureEvaluator(folds=8, max_depth=2, sample=500))",2,explain 0.9,0,12,0.045884002782214627
5,"SamplingSelector(iterations=400, evaluator=FeatureEvaluator(folds=8, max_depth=2, sample=500))",2,explain 0.95,0,12,0.045884002782214627
6,"SamplingSelector(iterations=400, evaluator=FeatureEvaluator(folds=8, max_depth=2, sample=500))",3,explain 0.8,1,12,0.0
7,"SamplingSelector(iterations=400, evaluator=FeatureEvaluator(folds=8, max_depth=2, sample=500))",3,explain 0.85,1,12,0.0
8,"SamplingSelector(iterations=400, evaluator=FeatureEvaluator(folds=8, max_depth=2, sample=500))",3,explain 0.9,1,12,0.0
9,"SamplingSelector(iterations=400, evaluator=FeatureEvaluator(folds=8, max_depth=2, sample=500))",3,explain 0.95,1,12,0.0
10,"SamplingSelector(iterations=400, evaluator=FeatureEvaluator(folds=8, max_depth=2, sample=500))",4,0.44 k,2,12,0.1080767298755285
11,"SamplingSelector(iterations=400, evaluator=FeatureEvaluator(folds=8, max_depth=2, sample=500))",6,0.67 k,2,12,0.11884809805590582
12,"SamplingSelector(iterations=400, evaluator=FeatureEvaluator(folds=8, max_depth=2, sample=500))",8,0.89 k,2,12,0.1325641705718298
13,"SamplingSelector(iterations=400, evaluator=FeatureEvaluator(folds=8, max_depth=2, sample=500))",9,1.00 k,2,12,0.14352106464628495
14,"SamplingSelector(iterations=400, evaluator=FeatureEvaluator(folds=8, max_depth=2, sample=500))",10,1.11 k,2,12,0.10139108543640432
15,"SamplingSelector(iterations=400, evaluator=FeatureEvaluator(folds=8, max_depth=2, sample=500))",12,1.33 k,2,12,0.09878682709583483
16,"SamplingSelector(iterations=400, evaluator=FeatureEvaluator(folds=8, max_depth=2, sample=500))",14,1.56 k,2,12,0.150654656395625
17,"SamplingSelector(iterations=400, evaluator=FeatureEvaluator(folds=8, max_depth=2, sample=500))",16,1.78 k,2,12,0.14605546708145106
18,"SamplingSelector(iterations=400, evaluator=FeatureEvaluator(folds=8, max_depth=2, sample=500))",18,2.00 k,2,12,0.14413013814401923
19,"SamplingSelector(iterations=400, evaluator=FeatureEvaluator(folds=8, max_depth=2, sample=500))",1,explain 0.8,2,12,0.11767288155425146
20,"SamplingSelector(iterations=400, evaluator=FeatureEvaluator(folds=8, max_depth=2, sample=500))",2,explain 0.85,2,12,0.08768745205884884
21,"SamplingSelector(iterations=400, evaluator=FeatureEvaluator(folds=8, max_depth=2, sample=500))",3,explain 0.9,2,12,0.038402094018329794
22,"SamplingSelector(iterations=400, evaluator=FeatureEvaluator(folds=8, max_depth=2, sample=500))",4,explain 0.95,2,12,0.1080767298755285
23,"SamplingSelector(iterations=400, evaluator=FeatureEvaluator(folds=8, max_depth=2, sample=500))",4,0.44 k,3,12,0.14195173861522625
24,"SamplingSelector(iterations=400, evaluator=FeatureEvaluator(folds=8, max_depth=2, sample=500))",6,0.67 k,3,12,0.06668068050778375
25,"SamplingSelector(iterations=400, evaluator=FeatureEvaluator(folds=8, max_depth=2, sample=500))",8,0.89 k,3,12,0.09104997247411377
26,"SamplingSelector(iterations=400, evaluator=FeatureEvaluator(folds=8, max_depth=2, sample=500))",9,1.00 k,3,12,0.03876079190118871
27,"SamplingSelector(iterations=400, evaluator=FeatureEvaluator(folds=8, max_depth=2, sample=500))",10,1.11 k,3,12,0.03555489526885751
28,"SamplingSelector(iterations=400, evaluator=FeatureEvaluator(folds=8, max_depth=2, sample=500))",12,1.33 k,3,12,0.06321448289066404
