,run,k,k_method,i,max depth,accuracy
0,"SamplingSelector(iterations=200, evaluator=FeatureEvaluator(folds=8, max_depth=2, sample=500))",4,explain 0.8,0,12,0.766434729659978
1,"SamplingSelector(iterations=200, evaluator=FeatureEvaluator(folds=8, max_depth=2, sample=500))",5,explain 0.85,0,12,0.7557844457706949
2,"SamplingSelector(iterations=200, evaluator=FeatureEvaluator(folds=8, max_depth=2, sample=500))",6,explain 0.9,0,12,0.7552154574488676
3,"SamplingSelector(iterations=200, evaluator=FeatureEvaluator(folds=8, max_depth=2, sample=500))",8,explain 0.95,0,12,0.7532291397832117
4,"SamplingSelector(iterations=200, evaluator=FeatureEvaluator(folds=8, max_depth=2, sample=500))",33,1.74 k,1,12,0.6901878750241951
5,"SamplingSelector(iterations=200, evaluator=FeatureEvaluator(folds=8, max_depth=2, sample=500))",35,1.84 k,1,12,0.6852168889928383
6,"SamplingSelector(iterations=200, evaluator=FeatureEvaluator(folds=8, max_depth=2, sample=500))",37,1.95 k,1,12,0.6747136912058842
7,"SamplingSelector(iterations=200, evaluator=FeatureEvaluator(folds=8, max_depth=2, sample=500))",9,0.47 k,1,12,0.6987085860378088
8,"SamplingSelector(iterations=200, evaluator=FeatureEvaluator(folds=8, max_depth=2, sample=500))",11,0.58 k,1,12,0.7008365459061875
9,"SamplingSelector(iterations=200, evaluator=FeatureEvaluator(folds=8, max_depth=2, sample=500))",13,0.68 k,1,12,0.669171902219498
10,"SamplingSelector(iterations=200, evaluator=FeatureEvaluator(folds=8, max_depth=2, sample=500))",15,0.79 k,1,12,0.6671847780501967
11,"SamplingSelector(iterations=200, evaluator=FeatureEvaluator(folds=8, max_depth=2, sample=500))",17,0.89 k,1,12,0.6684577432414994
12,"SamplingSelector(iterations=200, evaluator=FeatureEvaluator(folds=8, max_depth=2, sample=500))",19,1.00 k,1,12,0.6901871693335054
13,"SamplingSelector(iterations=200, evaluator=FeatureEvaluator(folds=8, max_depth=2, sample=500))",21,1.11 k,1,12,0.6846481022969224
14,"SamplingSelector(iterations=200, evaluator=FeatureEvaluator(folds=8, max_depth=2, sample=500))",23,1.21 k,1,12,0.6910396436866895
15,"SamplingSelector(iterations=200, evaluator=FeatureEvaluator(folds=8, max_depth=2, sample=500))",25,1.32 k,1,12,0.6879158534421576
16,"SamplingSelector(iterations=200, evaluator=FeatureEvaluator(folds=8, max_depth=2, sample=500))",27,1.42 k,1,12,0.6819535736176527
17,"SamplingSelector(iterations=200, evaluator=FeatureEvaluator(folds=8, max_depth=2, sample=500))",29,1.53 k,1,12,0.6944464158977999
18,"SamplingSelector(iterations=200, evaluator=FeatureEvaluator(folds=8, max_depth=2, sample=500))",31,1.63 k,1,12,0.6832306721401381
19,"SamplingSelector(iterations=200, evaluator=FeatureEvaluator(folds=8, max_depth=2, sample=500))",12,explain 0.8,1,12,0.6957229095425511
20,"SamplingSelector(iterations=200, evaluator=FeatureEvaluator(folds=8, max_depth=2, sample=500))",15,explain 0.85,1,12,0.6671847780501967
21,"SamplingSelector(iterations=200, evaluator=FeatureEvaluator(folds=8, max_depth=2, sample=500))",17,explain 0.9,1,12,0.6684577432414994
22,"SamplingSelector(iterations=200, evaluator=FeatureEvaluator(folds=8, max_depth=2, sample=500))",22,explain 0.95,1,12,0.6876297462739531
23,"SamplingSelector(iterations=200, evaluator=FeatureEvaluator(folds=8, max_depth=2, sample=500))",33,1.74 k,2,12,0.6869223417639848
24,"SamplingSelector(iterations=200, evaluator=FeatureEvaluator(folds=8, max_depth=2, sample=500))",35,1.84 k,2,12,0.6751373072456287
25,"SamplingSelector(iterations=200, evaluator=FeatureEvaluator(folds=8, max_depth=2, sample=500))",37,1.95 k,2,12,0.6740016492999549
26,"SamplingSelector(iterations=200, evaluator=FeatureEvaluator(folds=8, max_depth=2, sample=500))",9,0.47 k,2,12,0.7266764186399123
27,"SamplingSelector(iterations=200, evaluator=FeatureEvaluator(folds=8, max_depth=2, sample=500))",11,0.58 k,2,12,0.7285234128008259
28,"SamplingSelector(iterations=200, evaluator=FeatureEvaluator(folds=8, max_depth=2, sample=500))",13,0.68 k,2,12,0.659374092683399
29,"SamplingSelector(iterations=200, evaluator=FeatureEvaluator(folds=8, max_depth=2, sample=500))",15,0.79 k,2,12,0.672150420994903
30,"SamplingSelector(iterations=200, evaluator=FeatureEvaluator(folds=8, max_depth=2, sample=500))",17,0.89 k,2,12,0.665760996677205
31,"SamplingSelector(iterations=200, evaluator=FeatureEvaluator(folds=8, max_depth=2, sample=500))",19,1.00 k,2,12,0.6731477635653913
32,"SamplingSelector(iterations=200, evaluator=FeatureEvaluator(folds=8, max_depth=2, sample=500))",21,1.11 k,2,12,0.6857864821923995
33,"SamplingSelector(iterations=200, evaluator=FeatureEvaluator(folds=8, max_depth=2, sample=500))",23,1.21 k,2,12,0.6869232490805859
34,"SamplingSelector(iterations=200, evaluator=FeatureEvaluator(folds=8, max_depth=2, sample=500))",25,1.32 k,2,12,0.6845091820440029
35,"SamplingSelector(iterations=200, evaluator=FeatureEvaluator(folds=8, max_depth=2, sample=500))",27,1.42 k,2,12,0.6870661010387767
36,"SamplingSelector(iterations=200, evaluator=FeatureEvaluator(folds=8, max_depth=2, sample=500))",29,1.53 k,2,12,0.687631964158978
37,"SamplingSelector(iterations=200, evaluator=FeatureEvaluator(folds=8, max_depth=2, sample=500))",31,1.63 k,2,12,0.683513250854894
38,"SamplingSelector(iterations=200, evaluator=FeatureEvaluator(folds=8, max_depth=2, sample=500))",18,explain 0.8,2,12,0.6624975804890637
39,"SamplingSelector(iterations=200, evaluator=FeatureEvaluator(folds=8, max_depth=2, sample=500))",20,explain 0.85,2,12,0.6876350893606039
40,"SamplingSelector(iterations=200, evaluator=FeatureEvaluator(folds=8, max_depth=2, sample=500))",24,explain 0.9,2,12,0.6893381226208143
41,"SamplingSelector(iterations=200, evaluator=FeatureEvaluator(folds=8, max_depth=2, sample=500))",29,explain 0.95,2,12,0.687631964158978
42,"SamplingSelector(iterations=200, evaluator=FeatureEvaluator(folds=8, max_depth=2, sample=500))",33,1.74 k,3,12,0.6822377653396994
43,"SamplingSelector(iterations=200, evaluator=FeatureEvaluator(folds=8, max_depth=2, sample=500))",35,1.84 k,3,12,0.6767007145622299
44,"SamplingSelector(iterations=200, evaluator=FeatureEvaluator(folds=8, max_depth=2, sample=500))",37,1.95 k,3,12,0.6769825875862959
45,"SamplingSelector(iterations=200, evaluator=FeatureEvaluator(folds=8, max_depth=2, sample=500))",9,0.47 k,3,12,0.7325007863410542
46,"SamplingSelector(iterations=200, evaluator=FeatureEvaluator(folds=8, max_depth=2, sample=500))",11,0.58 k,3,12,0.7315017299503195
47,"SamplingSelector(iterations=200, evaluator=FeatureEvaluator(folds=8, max_depth=2, sample=500))",13,0.68 k,3,12,0.7303694996451384
48,"SamplingSelector(iterations=200, evaluator=FeatureEvaluator(folds=8, max_depth=2, sample=500))",15,0.79 k,3,12,0.6779704537389509
49,"SamplingSelector(iterations=200, evaluator=FeatureEvaluator(folds=8, max_depth=2, sample=500))",17,0.89 k,3,12,0.6732883976385573
50,"SamplingSelector(iterations=200, evaluator=FeatureEvaluator(folds=8, max_depth=2, sample=500))",19,1.00 k,3,12,0.6688880129363184
51,"SamplingSelector(iterations=200, evaluator=FeatureEvaluator(folds=8, max_depth=2, sample=500))",21,1.11 k,3,12,0.6651936213626686
52,"SamplingSelector(iterations=200, evaluator=FeatureEvaluator(folds=8, max_depth=2, sample=500))",23,1.21 k,3,12,0.6694567996322344
53,"SamplingSelector(iterations=200, evaluator=FeatureEvaluator(folds=8, max_depth=2, sample=500))",25,1.32 k,3,12,0.678686326537196
54,"SamplingSelector(iterations=200, evaluator=FeatureEvaluator(folds=8, max_depth=2, sample=500))",27,1.42 k,3,12,0.6896229192205949
55,"SamplingSelector(iterations=200, evaluator=FeatureEvaluator(folds=8, max_depth=2, sample=500))",29,1.53 k,3,12,0.6883424938705723
56,"SamplingSelector(iterations=200, evaluator=FeatureEvaluator(folds=8, max_depth=2, sample=500))",31,1.63 k,3,12,0.6843674390283244
57,"SamplingSelector(iterations=200, evaluator=FeatureEvaluator(folds=8, max_depth=2, sample=500))",18,explain 0.8,3,12,0.6731484692560811
58,"SamplingSelector(iterations=200, evaluator=FeatureEvaluator(folds=8, max_depth=2, sample=500))",21,explain 0.85,3,12,0.6651936213626686
59,"SamplingSelector(iterations=200, evaluator=FeatureEvaluator(folds=8, max_depth=2, sample=500))",26,explain 0.9,3,12,0.6866395614233177
60,"SamplingSelector(iterations=200, evaluator=FeatureEvaluator(folds=8, max_depth=2, sample=500))",34,explain 0.95,3,12,0.6755651574295116
61,"SamplingSelector(iterations=200, evaluator=FeatureEvaluator(folds=8, max_depth=2, sample=500))",33,1.74 k,4,12,0.6764137000774244
62,"SamplingSelector(iterations=200, evaluator=FeatureEvaluator(folds=8, max_depth=2, sample=500))",35,1.84 k,4,12,0.6738581924640299
63,"SamplingSelector(iterations=200, evaluator=FeatureEvaluator(folds=8, max_depth=2, sample=500))",37,1.95 k,4,12,0.6852203166333312
64,"SamplingSelector(iterations=200, evaluator=FeatureEvaluator(folds=8, max_depth=2, sample=500))",9,0.47 k,4,12,0.7343415300987159
65,"SamplingSelector(iterations=200, evaluator=FeatureEvaluator(folds=8, max_depth=2, sample=500))",11,0.58 k,4,12,0.6894755306793987
66,"SamplingSelector(iterations=200, evaluator=FeatureEvaluator(folds=8, max_depth=2, sample=500))",13,0.68 k,4,12,0.6880552777598554
67,"SamplingSelector(iterations=200, evaluator=FeatureEvaluator(folds=8, max_depth=2, sample=500))",15,0.79 k,4,12,0.7042392855990709
68,"SamplingSelector(iterations=200, evaluator=FeatureEvaluator(folds=8, max_depth=2, sample=500))",17,0.89 k,4,12,0.6835059923220853
69,"SamplingSelector(iterations=200, evaluator=FeatureEvaluator(folds=8, max_depth=2, sample=500))",19,1.00 k,4,12,0.6761240644557713
70,"SamplingSelector(iterations=200, evaluator=FeatureEvaluator(folds=8, max_depth=2, sample=500))",21,1.11 k,4,12,0.6609358869927092
71,"SamplingSelector(iterations=200, evaluator=FeatureEvaluator(folds=8, max_depth=2, sample=500))",23,1.21 k,4,12,0.6600821020711013
72,"SamplingSelector(iterations=200, evaluator=FeatureEvaluator(folds=8, max_depth=2, sample=500))",25,1.32 k,4,12,0.6580931632685979
73,"SamplingSelector(iterations=200, evaluator=FeatureEvaluator(folds=8, max_depth=2, sample=500))",27,1.42 k,4,12,0.6668996790115492
74,"SamplingSelector(iterations=200, evaluator=FeatureEvaluator(folds=8, max_depth=2, sample=500))",29,1.53 k,4,12,0.6857889017033357
75,"SamplingSelector(iterations=200, evaluator=FeatureEvaluator(folds=8, max_depth=2, sample=500))",31,1.63 k,4,12,0.6835175858119878
76,"SamplingSelector(iterations=200, evaluator=FeatureEvaluator(folds=8, max_depth=2, sample=500))",20,explain 0.8,4,12,0.6747041139750952
77,"SamplingSelector(iterations=200, evaluator=FeatureEvaluator(folds=8, max_depth=2, sample=500))",24,explain 0.85,4,12,0.6698821294922254
78,"SamplingSelector(iterations=200, evaluator=FeatureEvaluator(folds=8, max_depth=2, sample=500))",31,explain 0.9,4,12,0.6835175858119878
79,"SamplingSelector(iterations=200, evaluator=FeatureEvaluator(folds=8, max_depth=2, sample=500))",39,explain 0.95,4,12,0.6785467005935867
