,run,k,k_method,i,max depth,accuracy
0,"SamplingSelector(iterations=200, evaluator=FeatureEvaluator(folds=4, max_depth=8, sample=1000))",9,explain 0.8,0,12,0.7452775179043809
1,"SamplingSelector(iterations=200, evaluator=FeatureEvaluator(folds=4, max_depth=8, sample=1000))",11,explain 0.85,0,12,0.746127875185496
2,"SamplingSelector(iterations=200, evaluator=FeatureEvaluator(folds=4, max_depth=8, sample=1000))",13,explain 0.9,0,12,0.7449918139879992
3,"SamplingSelector(iterations=200, evaluator=FeatureEvaluator(folds=4, max_depth=8, sample=1000))",15,explain 0.95,0,12,0.7420120854571263
4,"SamplingSelector(iterations=200, evaluator=FeatureEvaluator(folds=4, max_depth=8, sample=1000))",33,1.74 k,1,12,0.6891955731014904
5,"SamplingSelector(iterations=200, evaluator=FeatureEvaluator(folds=4, max_depth=8, sample=1000))",35,1.84 k,1,12,0.6921772170785212
6,"SamplingSelector(iterations=200, evaluator=FeatureEvaluator(folds=4, max_depth=8, sample=1000))",37,1.95 k,1,12,0.6937354829343829
7,"SamplingSelector(iterations=200, evaluator=FeatureEvaluator(folds=4, max_depth=8, sample=1000))",9,0.47 k,1,12,0.7025383694109297
8,"SamplingSelector(iterations=200, evaluator=FeatureEvaluator(folds=4, max_depth=8, sample=1000))",11,0.58 k,1,12,0.6727210223240209
9,"SamplingSelector(iterations=200, evaluator=FeatureEvaluator(folds=4, max_depth=8, sample=1000))",13,0.68 k,1,12,0.6889070464223498
10,"SamplingSelector(iterations=200, evaluator=FeatureEvaluator(folds=4, max_depth=8, sample=1000))",15,0.79 k,1,12,0.6823751733982837
11,"SamplingSelector(iterations=200, evaluator=FeatureEvaluator(folds=4, max_depth=8, sample=1000))",17,0.89 k,1,12,0.6910400469385121
12,"SamplingSelector(iterations=200, evaluator=FeatureEvaluator(folds=4, max_depth=8, sample=1000))",19,1.00 k,1,12,0.6911820923930575
13,"SamplingSelector(iterations=200, evaluator=FeatureEvaluator(folds=4, max_depth=8, sample=1000))",21,1.11 k,1,12,0.6934528034066714
14,"SamplingSelector(iterations=200, evaluator=FeatureEvaluator(folds=4, max_depth=8, sample=1000))",23,1.21 k,1,12,0.699983869927092
15,"SamplingSelector(iterations=200, evaluator=FeatureEvaluator(folds=4, max_depth=8, sample=1000))",25,1.32 k,1,12,0.6894761355571328
16,"SamplingSelector(iterations=200, evaluator=FeatureEvaluator(folds=4, max_depth=8, sample=1000))",27,1.42 k,1,12,0.6903284082844054
17,"SamplingSelector(iterations=200, evaluator=FeatureEvaluator(folds=4, max_depth=8, sample=1000))",29,1.53 k,1,12,0.696721361055552
18,"SamplingSelector(iterations=200, evaluator=FeatureEvaluator(folds=4, max_depth=8, sample=1000))",31,1.63 k,1,12,0.6934544164139622
19,"SamplingSelector(iterations=200, evaluator=FeatureEvaluator(folds=4, max_depth=8, sample=1000))",26,explain 0.8,1,12,0.6924595941673657
