battery,camera,display,memory,name,price,processor,rating,reviews,warranty
2670 mAh Lithium-polymer Battery,8MP Rear Camera | 5MP Front Camera,13.84 cm (5.45 inch) HD+ Display,2 GB RAM | 16 GB ROM | Expandable Upto 256 GB,"Gionee F205 (Black and Gold, 16 GB)",8.293799608846818,MediaTek MT6739 Processor,4.0,489 Reviews,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
2670 mAh Lithium-polymer Battery,8MP Rear Camera | 5MP Front Camera,13.84 cm (5.45 inch) HD+ Display,2 GB RAM | 16 GB ROM | Expandable Upto 256 GB,"Gionee F205 (Black, 16 GB)",8.293799608846818,MediaTek MT6739 Processor,4.0,489 Reviews,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
3000 mAh Battery,12.2MP Rear Camera | 8MP Front Camera,14.22 cm (5.6 inch) Full HD+ Display,4 GB RAM | 64 GB ROM,"Google Pixel 3a (Clearly White, 64 GB)",10.341710224882465,Qualcomm Snapdragon 670 Processor,4.5,934 Reviews,eSIM Compatible
4020 mAh Battery,48MP + 5MP | 16MP Front Camera,16.59 cm (6.53 inch) Display,6 GB RAM | 128 GB ROM | Expandable Upto 256 GB,"OPPO F11 (Fluorite Purple, 128 GB)",9.679718805828,MTK MT6771V (P70) Processor,4.4,341 Reviews,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
3500 mAh Battery,16MP + 5MP + 8MP | 8MP Front Camera,16.0 cm (6.3 inch) Full HD+ Display,4 GB RAM | 64 GB ROM,"Nokia 6.2 (Ice, 64 GB)",9.502263438685219,1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase,4.2,30 Reviews,
2500 mAh Li-ion Battery,5MP Rear Camera | 2MP Front Camera,12.7 cm (5 inch) Display,1 GB RAM | 16 GB ROM | Expandable Upto 128 GB,"Lava Z41 (Midnight Blue, 16 GB)",8.213381737034572,UniSoC SC9832E Processor,4.0,14 Reviews,Brand Warranty of 1 Year Available for Mobile and 6 Months for Battery and Accessories
2000 mAh Battery,8MP Rear Camera,12.7 cm (5 inch) Display,1 GB RAM | 8 GB ROM,"Alcatel 1 (Metallic Blue, 8 GB)",8.51699317141357,18 Months,3.2,3 Reviews,
2000 mAh Battery,8MP Rear Camera,12.7 cm (5 inch) Display,1 GB RAM | 8 GB ROM,"Alcatel 1 (Metallic Black, 8 GB)",8.51699317141357,18 Months,3.2,3 Reviews,
3500 mAh Li-ion Battery,16MP + 2MP | 16MP Front Camera,16.0 cm (6.3 inch) Full HD+ Display,8 GB RAM | 128 GB ROM | Expandable Upto 256 GB,"Realme 2 Pro (Black Sea, 128 GB)",9.647949933410914,Qualcomm Snapdragon 660 Octa Core 1.95GHz AIE Processor,4.5,"4,727 Reviews",Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
3080 mAh Li Polymer Battery,12MP + 5MP | 16MP Front Camera,15.21 cm (5.99 inch) HD+ Display,3 GB RAM | 32 GB ROM | Expandable Upto 256 GB,"Redmi Y2 (Black, 32 GB)",9.248599084093273,Qualcomm Snapdragon 625 Processor,4.5,"7,978 Reviews",Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
4500 mAh Lithium-ion Battery,108MP + 12MP + 12MP | 10MP Front Camera,17.53 cm (6.9 inch) Quad HD+ Display,12 GB RAM | 256 GB ROM | Expandable Upto 1 TB,"Samsung Galaxy Note 20 Ultra 5G (Mystic Black, 256 GB)",11.561706105284784,Exynos Octa Core Processor,,,1 Year Warranty Provided by the Manufacturer from Date of Purchase
4300 mAh Lithium-ion Battery,64MP + 12MP + 12MP | 10MP Front Camera,17.02 cm (6.7 inch) Full HD+ Display,8 GB RAM | 256 GB ROM,"Samsung Galaxy Note 20 (Mystic Bronze, 256 GB)",11.264451285076724,Exynos Octa Core Processor,,,1 Year Warranty Provided by the Manufacturer from Date of Purchase
4030 mAh Battery,48MP + 8MP + 2MP | 32MP Front Camera,15.44 cm (6.08 inch) HD+ Display,6 GB RAM | 128 GB ROM | Expandable Upto 256 GB,"Mi A3 (Kind of Grey, 128 GB)",9.61573881119536,Qualcomm Snapdragon 665 Processor,4.2,"1,136 Reviews",Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
3000 mAh Li-ion Battery,16MP + 16MP | 8MP Front Camera,15.49 cm (6.1 inch) Quad HD+ Display,6 GB RAM | 128 GB ROM | Expandable Upto 2 TB,"LG G7+ ThinQ (Platinum, 128 GB)",9.952230096524119,Qualcomm Snapdragon 845 Processor,4.4,878 Reviews,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
4000 mAh Battery,48MP + 8MP | 13MP Front Camera,16.0 cm (6.3 inch) Full HD+ Display,4 GB RAM | 64 GB ROM,"Redmi Note 8 (Neptune Blue, 64 GB)",9.581834960513193,1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase,4.4,"1,243 Reviews",
5000 mAh Battery,13MP + 5MP | 8MP Front Camera,15.21 cm (5.99 inch) Full HD+ Display,3 GB RAM | 32 GB ROM | Expandable Upto 2 TB,"Asus Zenfone Max Pro M1 (Grey, 32 GB)",8.987071812848821,Qualcomm Snapdragon 636 Octa Core Processor,4.3,"36,248 Reviews",Brand Warranty of 1 Year Available for Handset and 6 Months for Accessories
4000 mAh Battery,13MP Rear Camera | 8MP Front Camera,14.48 cm (5.7 inch) HD Display,2 GB RAM | 16 GB ROM | Expandable Upto 64 GB,"Micromax Canvas 2 2018 (Jet Black, 16 GB)",8.984693690443855,MediaTek MT6737 Cortex-A53 64-bit Processor,3.9,12 Reviews,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
3000 mAh Battery,16MP Rear Camera | 8MP Front Camera,12.7 cm (5 inch) Display,3 GB RAM | 32 GB ROM | Expandable Upto 128 GB,"Celkon Cliq 2 (Black&Grey, 32 GB)",8.823058934301647,CORTEX A53 Processor,3.2,3 Reviews,1 Year Warranty
4500 mAh Lithium Ion Battery,64MP + 5MP + 8MP | 32MP Front Camera,17.02 cm (6.7 inch) Full HD+ Display,8 GB RAM | 128 GB ROM | Expandable Upto 512 GB,"Samsung Galaxy A70s (Prism Crush Black, 128 GB)",10.239959789157341,Qualcomm SM6150 Processor,4.3,102 Reviews,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
3000 mAh Battery,13MP Rear Camera | 13MP Front Camera,13.97 cm (5.5 inch) HD Display,3 GB RAM | 32 GB ROM | Expandable Upto 2 TB,"Asus Zenfone 4 Selfie (Black, 32 GB)",9.305559638557117,Octa Core Qualcomm Snapdragon 430 Processor,4.1,"4,139 Reviews",Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
3000 mAh Li-ion Battery,13MP Rear Camera | 5MP Front Camera,12.7 cm (5 inch) HD Display,2 GB RAM | 16 GB ROM,"VOTO V11 (Black, 16 GB)",8.213381737034572,Spreadtrum 9832 Processor,3.5,16 Reviews,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
3000 mAh Battery,13MP Rear Camera | 8MP Front Camera,13.21 cm (5.2 inch) HD Display,2 GB RAM | 16 GB ROM | Expandable Upto 128 GB,"Nokia 5 (Copper, 16 GB)",8.85352256068954,Qualcomm Snapdragon 430 Processor,4.0,167 Reviews,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
4000 mAh Battery,12MP + 5MP | 5MP Front Camera,14.83 cm (5.84 inch) Full HD+ Display,3 GB RAM | 32 GB ROM | Expandable Upto 256 GB,"Redmi 6 Pro (Red, 32 GB)",9.336973022909548,Qualcomm Snapdragon 625 Processor,4.3,796 Reviews,Brand Warranty of 1 Year Available for Mobile and 6 Months for Battery and Accessories
4000 mAh Battery,12MP + 5MP | 5MP Front Camera,14.83 cm (5.84 inch) Full HD+ Display,3 GB RAM | 32 GB ROM | Expandable Upto 256 GB,"Redmi 6 Pro (Lake Blue, 32 GB)",9.010669176847115,Qualcomm Snapdragon 625 Processor,4.3,796 Reviews,Brand Warranty of 1 Year Available for Mobile and 6 Months for Battery and Accessories
2900 mAh Polymer Battery,13MP Rear Camera | 16MP Front Camera,14.48 cm (5.7 inch) HD Display,3 GB RAM | 32 GB ROM,"Micromax Canvas Infinity (Black, 32 GB)",9.023890304598448,Snapdragon 425 Quad Core Processor,4.1,"2,097 Reviews",Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
4300 mAh Battery,48MP + 2MP + 16MP | 16MP Front Camera,16.64 cm (6.55 inch) Display,8 GB RAM | 128 GB ROM,"OnePlus 8 (Glacial Green, 128 GB)",10.714395546283317,Qualcomm Snapdragon 865 Processor,4.6,19 Reviews,1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories
3730 mAh Li-polymer Battery,16MP + 20MP | 25MP Front Camera,16.26 cm (6.4 inch) Full HD Display,8 GB RAM | 256 GB ROM,"OPPO Find X (Glacier Blue, 256 GB)",11.018465195290503,Snapdragon 845 Octa Core 2.649 GHz Processor,4.6,82 Reviews,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories Including Battery
3730 mAh Li-polymer Battery,16MP + 20MP | 25MP Front Camera,16.26 cm (6.4 inch) Full HD Display,8 GB RAM | 256 GB ROM,"OPPO Find X (Bordeaux Red, 256 GB)",11.018465195290503,Snapdragon 845 Octa Core 2.649 GHz Processor,4.6,82 Reviews,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories Including Battery
4000 mAh Battery,48MP + 8MP + 2MP + 2MP | 16MP Front Camera,16.51 cm (6.5 inch) Display,8 GB RAM | 256 GB ROM | Expandable Upto 256 GB,"OPPO Reno2 Z (Luminous Black, 256 GB)",10.221577581159291,MediaTek Helio P90 SoC Processor,4.5,521 Reviews,Ultra Dark Mode | Ultra Steady Video
4000 mAh Li-polymer Battery,48MP + 13MP + 8MP | 20MP Front Camera,16.23 cm (6.39 inch) Full HD+ Display,6 GB RAM | 128 GB ROM,"Redmi K20 (Flame Red, 128 GB)",9.998752276761909,Qualcomm Snapdragon 730 Processor,4.5,"5,085 Reviews",Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
4000 mAh Li-ion Battery,48MP + 8MP + 5MP | 32MP Front Camera,16.26 cm (6.4 inch) Full HD+ Display,4 GB RAM | 128 GB ROM,"Samsung Galaxy A50s (Prism Crush Black, 128 GB)",9.829302654346751,Exynos 9611 Processor,4.3,779 Reviews,Brand Warranty of 1 Year Available for Mobile and 6 Months for Battery and Accessories
3060 mAh Battery,16MP + 5MP | 16MP Front Camera,14.73 cm (5.8 inch) Full HD+ Display,4 GB RAM | 64 GB ROM | Expandable Upto 400 GB,"Nokia 6.1 Plus (Black, 64 GB)",9.158941808890182,Qualcomm Snapdragon 636 Octacore Processor,4.3,"26,274 Reviews",Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
2500 mAh Battery,8MP Rear Camera,13.84 cm (5.45 inch) Display,2 GB RAM | 16 GB ROM,"Karbonn Platinum P9 (Aurora Blue, 16 GB)",8.293799608846818,1 Year Manufacturer Warranty,3.7,145 Reviews,
4500 mAh Lithium Ion Battery,64MP + 5MP + 8MP | 32MP Front Camera,17.02 cm (6.7 inch) Full HD+ Display,6 GB RAM | 128 GB ROM | Expandable Upto 512 GB,"Samsung Galaxy A70s (Prism Crush Red, 128 GB)",10.20322170601205,Qualcomm SM6150 Processor,4.2,140 Reviews,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
3030 mAh Lithium-polymer Battery,13MP + 2MP | 16MP Front Camera,14.48 cm (5.7 inch) HD+ Display,4 GB RAM | 32 GB ROM | Expandable Upto 256 GB,"Gionee S11 Lite (Gold, 32 GB)",9.304741047397666,Snapdragon 430 Octa-core Processor,4.0,551 Reviews,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
2400 mAh Battery,8MP Rear Camera,13.84 cm (5.45 inch) Full HD Display,2 GB RAM | 32 GB ROM,"ITEL A46 (DARK WATER, 32 GB)",8.455104999102815,1 Year,4.1,46 Reviews,
3000 mAh Battery,13MP Rear Camera | 13MP + 8MP Dual Front Camera,14.48 cm (5.7 inch) Display,3 GB RAM | 32 GB ROM,"Mobiistar X1 Dual (Black, 32 GB)",8.622273667866745,1 Year on Handset & 6 Months on Accessories,3.7,37 Reviews,
3225 mAh Li-ion Battery,16MP Rear Camera | 24MP Front Camera,15.21 cm (5.99 inch) HD Display,4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,"Vivo V7+ (Matte Black, 64 GB)",9.546098067659527,Qualcomm Snapdragon 450 Octa Core 1.8 GHz Processor,4.4,"2,706 Reviews",Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
4000 mAh Battery,13MP Rear Camera | 8MP Front Camera,13.84 cm (5.45 inch) HD+ Display,3 GB RAM | 32 GB ROM | Expandable Upto 256 GB,"Asus ZenFone Max M1 (Gold, 32 GB)",8.77940359789435,Qualcomm Snapdragon 430 Processor,4.1,"17,701 Reviews",Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
4000 mAh Lithium Ion Battery,13MP + 8MP + 5MP | 8MP Front Camera,16.51 cm (6.5 inch) HD+ Display,3 GB RAM | 32 GB ROM | Expandable Upto 512 GB,"Samsung Galaxy A20s (Black, 32 GB)",9.464982590349763,Qualcomm SDM450-B01 Processor,4.3,70 Reviews,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
3100 mAh Lithium-ion Battery,16MP + 12MP | 10MP Front Camera,14.73 cm (5.8 inch) Full HD+ Display,6 GB RAM | 128 GB ROM | Expandable Upto 512 GB,"Samsung Galaxy S10e (Prism White, 128 GB)",10.985292722887856,Exynos 9 9820 Processor,4.5,95 Reviews,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
3000 mAh Battery,13MP Rear Camera | 5MP Front Camera,13.84 cm (5.45 inch) Full HD Display,3 GB RAM | 32 GB ROM | Expandable Upto 128 GB,"Meizu C9 Pro (Black, 32 GB)",8.852235835227855,Quad Core Processor,4.1,198 Reviews,1 Year
3400 mAh Lithium-ion Battery,16MP + 12MP | 10MP Front Camera,15.49 cm (6.1 inch) Quad HD+ Display,8 GB RAM | 128 GB ROM | Expandable Upto 512 GB,"Samsung Galaxy S10 (Prism Black, 128 GB)",10.96474405466047,Exynos 9 9820 Processor,4.6,175 Reviews,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
4100 mAh Lithium-ion Battery,16MP + 12MP | 10MP + 8MP Dual Front Camera,16.26 cm (6.4 inch) Quad HD+ Display,8 GB RAM | 128 GB ROM | Expandable Upto 512 GB,"Samsung Galaxy S10 Plus (Prism White, 128 GB)",11.085214747914744,Exynos 9 9820 Processor,4.6,126 Reviews,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
2000 mAh Battery,5MP Rear Camera | 2MP Front Camera,12.7 cm (5 inch) HD Display,1 GB RAM | 16 GB ROM | Expandable Upto 32 GB,"Coolpad Mega 5M (Black, 16 GB)",7.955074273262696,"Quad Core, SC9850K Processor Processor",3.7,71 Reviews,1 Year
4000 mAh Li-polymer Battery,48MP + 5MP | 13MP Front Camera,16.0 cm (6.3 inch) Full HD+ Display,6 GB RAM | 64 GB ROM | Expandable Upto 256 GB,"Redmi Note 7 Pro (Neptune Blue, 64 GB)",9.47262771040802,Qualcomm Snapdragon 675 Processor,4.4,"25,217 Reviews",Splash Proof - Protected by P2i
3010 mAh Battery,20MP + 12MP | 20MP Front Camera,15.21 cm (5.99 inch) Full HD+ Display,6 GB RAM | 128 GB ROM,"Mi A2 (Gold, 128 GB)",9.735009727562824,Qualcomm Snapdragon 660 AIE Processor,4.1,250 Reviews,Brand Warranty of 1 Year Available for Mobile and 6 Months for Battery and Accessories
3500 mAh Li-Ion Battery,13MP Rear Camera | 8MP Front Camera,12.7 cm (5 inch) Full HD Display,3 GB RAM | 32 GB ROM,"Lenovo Z2 Plus (Black, 32 GB)",9.017968479328726,Qualcomm Snapdragon 820 Quad Core 2.15GHz Processor,3.9,972 Reviews,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
3700 mAh Li-ion Battery,"48 Million Quad Pixel Sensor (12 Million Effective Pixel) + 8MP + 5MP, AI Triple Rear Camera | 32MP Front Camera",16.23 cm (6.39 inch) Full HD+ Display,6 GB RAM | 128 GB ROM | Expandable Upto 256 GB,"Vivo V15 Pro (Ruby Red, 128 GB)",9.956980924976127,Qualcomm Snapdragon 675AIE Octa Core 2.0GHz Processor,4.5,"2,800 Reviews",In-display Fingerprint Scanning
4000 mAh Li-polymer Battery,48MP + 13MP + 8MP | 20MP Front Camera,16.23 cm (6.39 inch) Full HD+ Display,6 GB RAM | 64 GB ROM,"Redmi K20 (Glacier Blue, 64 GB)",9.998752276761909,Qualcomm Snapdragon 730 Processor,4.5,"5,085 Reviews",Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
3400 mAh Lithium Polymer Battery,13MP + 2MP | 24MP Front Camera,15.77 cm (6.21 inch) Full HD+ Display,6 GB RAM | 64 GB ROM | Expandable Upto 512 GB,"Honor 10 Lite (Sky Blue, 64 GB)",9.409109260148737,Kirin 710 2.2GHz Octa Core Processor,4.4,"1,323 Reviews","Brand Warranty of 1 Year Available for Mobile, 6 Months for Battery and Charger, 3 Months for Data Cable"
4230 mAh Battery,13MP + 2MP | 13MP Front Camera,15.8 cm (6.22 inch) HD+ Display,3 GB RAM | 64 GB ROM | Expandable Upto 256 GB,"Realme 3 (Radiant Blue, 64 GB)",9.158941808890182,MediaTek Helio P70 Octa Core 2.1 GHz AI Processor,4.4,"43,549 Reviews",Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
4500 mAh Lithium-ion Battery,64 MP + 12 MP +12 MP + VGA Depth Camera | 10MP Front Camera,17.02 cm (6.7 inch) Quad HD+ Display,8 GB RAM | 128 GB ROM | Expandable Upto 1 TB,"Samsung Galaxy S20+ (Cosmic Black, 128 GB)",11.264451285076724,Exynos 990 Processor,4.5,50 Reviews,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories
4000 mAh Battery,13MP + 2MP | 8MP Front Camera,15.9 cm (6.26 inch) HD+ Display,3 GB RAM | 32 GB ROM | Expandable Upto 2 TB,"Asus ZenFone Max M2 (Blue, 32 GB)",8.987071812848821,Qualcomm Snapdragon 632 Octa Core Processor,4.3,"12,649 Reviews",Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
3000 mAh Battery,13MP + 2MP | 13MP + 2MP Dual Front Camera,14.35 cm (5.65 inch) Full HD+ Display,3 GB RAM | 32 GB ROM | Expandable Upto 256 GB,"Honor 9 Lite (Midnight Black, 32 GB)",9.546741177474825,Kirin 659 Processor,4.3,"66,369 Reviews","12 Months on handset, 6 Months on battery , 6 Months on charger & 3 Months on data cable"
3000 mAh Battery,13MP + 2MP | 13MP + 2MP Dual Front Camera,14.35 cm (5.65 inch) Full HD+ Display,3 GB RAM | 32 GB ROM | Expandable Upto 256 GB,"Honor 9 Lite (Sapphire Blue, 32 GB)",9.546741177474825,Kirin 659 Processor,4.3,"66,369 Reviews","12 Months on handset, 6 Months on battery , 6 Months on charger & 3 Months on data cable"
3000 mAh Battery,13MP + 2MP | 13MP + 2MP Dual Front Camera,14.35 cm (5.65 inch) Full HD+ Display,4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,"Honor 9 Lite (Midnight Black, 64 GB)",9.74090979777877,Kirin 659 Processor,4.3,"12,119 Reviews","12 Months on handset, 6 Months on battery , 6 Months on charger & 3 Months on data cable"
3000 mAh Battery,13MP + 2MP | 13MP + 2MP Dual Front Camera,14.35 cm (5.65 inch) Full HD+ Display,3 GB RAM | 32 GB ROM | Expandable Upto 256 GB,"Honor 9 Lite (Glacier Grey, 32 GB)",9.546741177474825,Kirin 659 Processor,4.3,"66,369 Reviews","12 Months on handset, 6 Months on battery , 6 Months on charger & 3 Months on data cable"
3000 mAh Battery,13MP Rear Camera | 8MP Front Camera,13.21 cm (5.2 inch) HD Display,2 GB RAM | 16 GB ROM | Expandable Upto 128 GB,"Nokia 5 (Matte Black, 16 GB)",8.778017809698136,Qualcomm Snapdragon 430 Processor,4.0,167 Reviews,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
3000 mAh Battery,13MP Rear Camera | 8MP Front Camera,13.21 cm (5.2 inch) HD Display,2 GB RAM | 16 GB ROM | Expandable Upto 128 GB,"Nokia 5 (Silver, 16 GB)",8.778017809698136,Qualcomm Snapdragon 430 Processor,4.0,167 Reviews,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
1800 mAh Battery,0.3MP Rear Camera,6.1 cm (2.4 inch) Display,32 MB RAM | 32 MB ROM | Expandable Upto 32 GB,Karbonn K24 Plus Pro,7.168579897264035,1 Year for Mobile & 6 Months for Accessories,3.8,132 Reviews,
1800 mAh Battery,0.3MP Rear Camera,6.1 cm (2.4 inch) Display,32 MB RAM | 32 MB ROM | Expandable Upto 32 GB,Karbonn K24 Plus Pro,6.787844982309579,1 Year for Mobile & 6 Months for Accessories,3.8,132 Reviews,
4000 mAh Li Polymer Battery,12MP Rear Camera | 5MP Front Camera,15.21 cm (5.99 inch) Full HD+ Display,4 GB RAM | 64 GB ROM | Expandable Upto 128 GB,"Redmi Note 5 (Blue, 64 GB)",9.158941808890182,Qualcomm Snapdragon 625 Processor,4.4,"39,973 Reviews",Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
4230 mAh Battery,13MP + 2MP | 13MP Front Camera,15.8 cm (6.22 inch) HD+ Display,4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,"Realme 3i (Diamond Red, 64 GB)",9.259035293514941,MediaTek Helio P60 Octa Core 2.0 GHz Processor,4.4,"6,417 Reviews",Triple Slots (Dual SIM + Memory Card)
4100 mAh Li-ion Battery,48MP + 13MP + 8MP + 2MP | 32MP + 8MP Dual Front Camera,16.36 cm (6.44 inch) Full HD+ Display,8 GB RAM | 128 GB ROM,"Vivo V17Pro (Midnight Ocean Black, 128 GB)",10.292111643448266,Qualcomm Snapdragon 675 AIE Processor,4.5,598 Reviews,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
5000 mAh Battery,16MP + 5MP | 16MP Front Camera,15.21 cm (5.99 inch) Full HD+ Display,6 GB RAM | 64 GB ROM | Expandable Upto 2 TB,"Asus Zenfone Max Pro M1 (Black, 64 GB)",9.392578591964389,Qualcomm Snapdragon 636 Octa Core Processor,4.3,"26,353 Reviews",Brand Warranty of 1 Year Available for Handset and 6 Months for Accessories
3000 mAh Battery,5MP Rear Camera | 5MP Front Camera,13.56 cm (5.34 inch) FWVGA Display,1 GB RAM | 8 GB ROM | Expandable Upto 128 GB,"Intex infie 33 (Gold, 8 GB)",8.293799608846818,1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries,3.7,71 Reviews,
3000 mAh Battery,5MP Rear Camera,13.56 cm (5.34 inch) Display,1 GB RAM | 8 GB ROM,"Intex Infie 33 (Lake Blue, 8 GB)",8.293799608846818,1 Year Brand Warranty,3.7,71 Reviews,
4500 mAh Lithium-ion Battery,12MP + 12MP + 12MP | 32MP Front Camera,17.02 cm (6.7 inch) Full HD+ Display,8 GB RAM | 128 GB ROM | Expandable Upto 1 TB,"Samsung Galaxy Note10 Lite (Aura Red, 128 GB)",10.596609732783568,Exynos 9810 Processor,4.4,141 Reviews,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
4010 mAh Li-Ion Polymer Battery,13MP Rear Camera | 16MP Front Camera,13.97 cm (5.5 inch) Full HD Display,4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,"Gionee A1 (Grey, 64 GB)",9.975761701406148,MediaTek MT6755 Helio P10 Octa Core 2.0GHz Processor,4.0,"1,028 Reviews",Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
3500 mAh Battery,16MP + 5MP + 8MP | 8MP Front Camera,16.0 cm (6.3 inch) Full HD+ Display,4 GB RAM | 64 GB ROM,"Nokia 6.2 (Black, 64 GB)",9.461021266283481,1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase,4.2,30 Reviews,
3000 mAh Battery,16MP + 5MP | 8MP Front Camera,15.24 cm (6 inch) Full HD+ Display,3 GB RAM | 32 GB ROM | Expandable Upto 128 GB,"Alcatel 3V (Spectrum Gold, 32 GB)",8.699348067653093,MT8735A A53 Processor,3.6,357 Reviews,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
4500 mAh Lithium-ion Polymer Battery,64MP + 8MP + 2MP + 2MP | 20MP + 2MP Dual Front Camera,16.94 cm (6.67 inch) Full HD+ Display,8 GB RAM | 256 GB ROM | Expandable Upto 512 GB,"POCO X2 (Phoenix Red, 256 GB)",9.975761701406148,Qualcomm Snapdragon 730G Processor,4.5,"5,322 Reviews",Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
4000 mAh Lithium Ion Battery,13MP + 8MP + 5MP | 8MP Front Camera,16.51 cm (6.5 inch) HD+ Display,4 GB RAM | 64 GB ROM | Expandable Upto 512 GB,"Samsung Galaxy A20s (Green, 64 GB)",9.60911649193355,Qualcomm SDM450-B01 Processor,4.3,80 Reviews,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
3750 mAh Battery,13MP + 13MP | 16MP + 2MP Dual Front Camera,15.75 cm (6.2 inch) HD+ Display,3 GB RAM | 32 GB ROM | Expandable Upto 128 GB,"Tecno Camon i 2 (Champagne Gold, 32 GB)",8.874867635688053,MT6761 Processor,4.3,8 Reviews,1 Year
3050 mAh Li-ion Polymer Battery,13MP Rear Camera | 8MP Front Camera,13.84 cm (5.45 inch) HD+ Display,3 GB RAM | 32 GB ROM | Expandable Upto 128 GB,"Infinix Smart 2 (Bordeaux Red, 32 GB)",8.987071812848821,MTK6739 64 bit Quad Core Processor,4.0,"4,013 Reviews",Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
4000 mAh Li-polymer Battery,48MP + 8MP + 2MP | 16MP Front Camera,16.74 cm (6.59 inch) Full HD+ Display,6 GB RAM | 256 GB ROM | Expandable Upto 512 GB,"Honor 9x Pro (Midnight Black, 256 GB)",9.798071479779479,Kirin 810 (7 nm Chipset with NPU) Processor,3.9,884 Reviews,"1 Year Warranty on Handset, 6 Months on Charger and 3 Months on Data Cable Provided by the Manufacturer from Date of Purchase."
4000 mAh Li-polymer Battery,8MP Rear Camera | 5MP Front Camera,15.49 cm (6.1 inch) Display,2 GB RAM | 32 GB ROM | Expandable Upto 256 GB,"OPPO A1K (Black, 32 GB)",8.921324076511265,MT6762R Processor,4.3,576 Reviews,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
5000 mAh Battery,13MP Rear Camera,16.26 cm (6.4 inch) Display,3 GB RAM | 32 GB ROM,"Samsung Galaxy M30 (Blue, 32 GB)",9.249464926660233,12 Months,4.3,53 Reviews,
3000 mAh Battery,5MP Rear Camera,13.56 cm (5.34 inch) Display,2 GB RAM | 16 GB ROM | Expandable Upto 128 GB,"Mobiistar C1 (Gold, 16 GB)",8.29154650988391,MTK MT6739 Processor,4.0,141 Reviews,1 Year on Handset & 6 Months on Accessories
4000 mAh Li-ion Battery,48MP + 5MP + 8MP | 32MP Front Camera,16.26 cm (6.4 inch) Full HD+ Display,4 GB RAM | 128 GB ROM,"Samsung Galaxy A50s (Prism Crush Violet, 128 GB)",9.829302654346751,Exynos 9611 Processor,4.3,779 Reviews,Brand Warranty of 1 Year Available for Mobile and 6 Months for Battery and Accessories
